case_id,resource,activity,start_time,end_time
187,Clerk-000002,Check application form completeness,2023-02-27 07:14:23.790,2023-02-27 07:17:06.292
179,Clerk-000004,Reject application,2023-02-27 07:08:44.621,2023-02-27 07:18:44.621
187,Clerk-000003,Return application back to applicant,2023-02-27 07:17:06.292,2023-02-27 07:22:06.292
181,AML Investigator-000001,AML check,2023-02-24 14:24:20.562,2023-02-27 07:24:47.853
182,AML Investigator-000001,AML check,2023-02-27 07:24:47.853,2023-02-27 07:31:43.322
190,Clerk-000001,Check application form completeness,2023-02-24 15:00:00.000,2023-02-27 07:36:29.344
190,Clerk-000004,Return application back to applicant,2023-02-27 07:36:29.344,2023-02-27 07:41:29.344
183,AML Investigator-000001,AML check,2023-02-27 07:31:43.322,2023-02-27 07:42:14.518
191,Clerk-000002,Check application form completeness,2023-02-27 07:30:00.000,2023-02-27 07:45:21.596
184,AML Investigator-000001,AML check,2023-02-27 07:42:14.518,2023-02-27 07:54:05.301
180,Appraiser-000001,Appraise property,2023-02-24 14:48:44.621,2023-02-27 07:56:06.533
191,Clerk-000003,Check credit history,2023-02-27 07:45:21.596,2023-02-27 08:01:19.235
181,Appraiser-000001,Appraise property,2023-02-27 07:56:06.533,2023-02-27 08:04:03.660
192,Clerk-000001,Check application form completeness,2023-02-27 08:00:00.000,2023-02-27 08:05:50.079
180,Loan Officer-000002,Assess loan risk,2023-02-27 07:56:06.533,2023-02-27 08:16:06.533
192,Clerk-000004,Check credit history,2023-02-27 08:05:50.079,2023-02-27 08:20:36.229
187,Applicant-000001,Applicant completes form,2023-02-27 07:22:06.292,2023-02-27 08:22:06.292
187,Clerk-000003,Check application form completeness,2023-02-27 08:22:06.292,2023-02-27 08:22:10.726
181,Loan Officer-000001,Assess loan risk,2023-02-27 08:04:03.660,2023-02-27 08:24:03.660
182,Appraiser-000001,Appraise property,2023-02-27 08:04:03.660,2023-02-27 08:24:19.733
180,Clerk-000002,Reject application,2023-02-27 08:16:06.533,2023-02-27 08:26:06.533
187,Clerk-000001,Check credit history,2023-02-27 08:22:10.726,2023-02-27 08:31:00.952
181,Loan Officer-000002,Design loan offer,2023-02-27 08:24:03.660,2023-02-27 08:34:08.739
185,AML Investigator-000001,AML check,2023-02-27 07:54:05.301,2023-02-27 08:38:19.619
186,AML Investigator-000001,AML check,2023-02-27 08:38:19.619,2023-02-27 08:39:36.985
193,Clerk-000004,Check application form completeness,2023-02-27 08:30:00.000,2023-02-27 08:40:27.880
182,Loan Officer-000001,Assess loan risk,2023-02-27 08:24:19.733,2023-02-27 08:44:19.733
182,Loan Officer-000002,Design loan offer,2023-02-27 08:44:19.733,2023-02-27 08:45:15.863
181,Senior Officer-000001,Approve loan offer,2023-02-27 08:34:08.739,2023-02-27 08:54:08.739
187,AML Investigator-000001,AML check,2023-02-27 08:39:36.985,2023-02-27 08:58:24.710
181,Clerk-000002,Cancel application,2023-02-27 08:54:08.739,2023-02-27 08:59:08.739
193,Clerk-000003,Check credit history,2023-02-27 08:40:27.880,2023-02-27 09:01:05.584
182,Senior Officer-000001,Approve loan offer,2023-02-27 08:54:08.739,2023-02-27 09:14:08.739
183,Appraiser-000001,Appraise property,2023-02-27 08:24:19.733,2023-02-27 09:15:39.464
182,Clerk-000004,Cancel application,2023-02-27 09:14:08.739,2023-02-27 09:19:08.739
190,Applicant-000001,Applicant completes form,2023-02-27 08:22:06.292,2023-02-27 09:22:06.292
190,Clerk-000002,Check application form completeness,2023-02-27 09:22:06.292,2023-02-27 09:22:06.908
190,Clerk-000003,Return application back to applicant,2023-02-27 09:22:06.908,2023-02-27 09:27:06.908
183,Loan Officer-000001,Assess loan risk,2023-02-27 09:15:39.464,2023-02-27 09:35:39.464
195,Clerk-000004,Check application form completeness,2023-02-27 09:30:00.000,2023-02-27 09:44:31.260
183,Loan Officer-000002,Design loan offer,2023-02-27 09:35:39.464,2023-02-27 09:57:28.221
184,Appraiser-000001,Appraise property,2023-02-27 09:15:39.464,2023-02-27 10:01:16.783
194,Clerk-000001,Check application form completeness,2023-02-27 09:00:00.000,2023-02-27 10:12:11.505
185,Appraiser-000001,Appraise property,2023-02-27 10:01:16.783,2023-02-27 10:16:57.365
183,Senior Officer-000001,Approve loan offer,2023-02-27 09:57:28.221,2023-02-27 10:17:28.221
194,Clerk-000004,Check credit history,2023-02-27 10:12:11.505,2023-02-27 10:20:32.056
184,Loan Officer-000001,Assess loan risk,2023-02-27 10:01:16.783,2023-02-27 10:21:16.783
186,Appraiser-000001,Appraise property,2023-02-27 10:16:57.365,2023-02-27 10:21:44.545
183,Clerk-000001,Cancel application,2023-02-27 10:17:28.221,2023-02-27 10:22:28.221
190,Applicant-000001,Applicant completes form,2023-02-27 09:27:06.908,2023-02-27 10:27:06.908
196,Clerk-000003,Check application form completeness,2023-02-27 10:00:00.000,2023-02-27 10:29:33.044
195,Clerk-000002,Check credit history,2023-02-27 09:44:31.260,2023-02-27 10:30:10.180
190,Clerk-000001,Check application form completeness,2023-02-27 10:27:06.908,2023-02-27 10:30:27.939
187,Appraiser-000001,Appraise property,2023-02-27 10:21:44.545,2023-02-27 10:31:06.435
184,Clerk-000004,Reject application,2023-02-27 10:21:16.783,2023-02-27 10:31:16.783
197,Clerk-000002,Check application form completeness,2023-02-27 10:30:10.180,2023-02-27 10:34:18.439
190,Clerk-000001,Return application back to applicant,2023-02-27 10:30:27.939,2023-02-27 10:35:27.939
185,Loan Officer-000002,Assess loan risk,2023-02-27 10:16:57.365,2023-02-27 10:36:57.365
197,Clerk-000004,Check credit history,2023-02-27 10:34:18.439,2023-02-27 10:39:25.215
188,Appraiser-000001,Appraise property,2023-02-27 10:31:06.435,2023-02-27 10:39:26.849
186,Loan Officer-000001,Assess loan risk,2023-02-27 10:21:44.545,2023-02-27 10:41:44.545
187,Loan Officer-000002,Assess loan risk,2023-02-27 10:36:57.365,2023-02-27 10:56:57.365
188,AML Investigator-000001,AML check,2023-02-27 08:58:24.710,2023-02-27 11:01:02.753
186,Loan Officer-000002,Design loan offer,2023-02-27 10:56:57.365,2023-02-27 11:01:52.570
185,Loan Officer-000001,Design loan offer,2023-02-27 10:41:44.545,2023-02-27 11:03:47.813
198,Clerk-000002,Check application form completeness,2023-02-27 11:00:00.000,2023-02-27 11:03:51.186
187,Loan Officer-000002,Design loan offer,2023-02-27 11:01:52.570,2023-02-27 11:12:11.015
198,Clerk-000001,Check credit history,2023-02-27 11:03:51.186,2023-02-27 11:15:26.565
186,Senior Officer-000001,Approve loan offer,2023-02-27 11:01:52.570,2023-02-27 11:21:52.570
188,Loan Officer-000001,Assess loan risk,2023-02-27 11:03:47.813,2023-02-27 11:23:47.813
186,Clerk-000004,Approve application,2023-02-27 11:21:52.570,2023-02-27 11:26:52.570
188,Loan Officer-000002,Design loan offer,2023-02-27 11:23:47.813,2023-02-27 11:27:00.277
199,Clerk-000002,Check application form completeness,2023-02-27 11:30:00.000,2023-02-27 11:31:39.379
190,Applicant-000001,Applicant completes form,2023-02-27 10:35:27.939,2023-02-27 11:35:27.939
190,Clerk-000004,Check application form completeness,2023-02-27 11:35:27.939,2023-02-27 11:40:54.226
185,Senior Officer-000001,Approve loan offer,2023-02-27 11:21:52.570,2023-02-27 11:41:52.570
190,Clerk-000002,Return application back to applicant,2023-02-27 11:40:54.226,2023-02-27 11:45:54.226
185,Clerk-000004,Approve application,2023-02-27 11:41:52.570,2023-02-27 11:46:52.570
187,Senior Officer-000001,Approve loan offer,2023-02-27 11:41:52.570,2023-02-27 12:01:52.570
200,Clerk-000002,Check application form completeness,2023-02-27 12:00:00.000,2023-02-27 12:02:07.127
189,Appraiser-000001,Appraise property,2023-02-27 10:39:26.849,2023-02-27 12:02:33.626
200,Clerk-000002,Check credit history,2023-02-27 12:02:07.127,2023-02-27 12:03:56.905
187,Clerk-000004,Approve application,2023-02-27 12:01:52.570,2023-02-27 12:06:52.570
189,AML Investigator-000001,AML check,2023-02-27 11:01:02.753,2023-02-27 12:16:31.006
188,Senior Officer-000001,Approve loan offer,2023-02-27 12:01:52.570,2023-02-27 12:21:52.570
188,Clerk-000002,Cancel application,2023-02-27 12:21:52.570,2023-02-27 12:26:52.570
189,Loan Officer-000001,Assess loan risk,2023-02-27 12:16:31.006,2023-02-27 12:36:31.006
189,Loan Officer-000002,Design loan offer,2023-02-27 12:36:31.006,2023-02-27 12:36:44.968
191,AML Investigator-000001,AML check,2023-02-27 12:16:31.006,2023-02-27 12:39:05.435
201,Clerk-000004,Check application form completeness,2023-02-27 12:30:00.000,2023-02-27 12:40:58.059
192,AML Investigator-000001,AML check,2023-02-27 12:39:05.435,2023-02-27 12:42:26.862
190,Applicant-000001,Applicant completes form,2023-02-27 11:45:54.226,2023-02-27 12:45:54.226
201,Clerk-000002,Check credit history,2023-02-27 12:40:58.059,2023-02-27 12:48:08.613
196,Clerk-000003,Check credit history,2023-02-27 10:29:33.044,2023-02-27 12:49:23.130
191,Appraiser-000001,Appraise property,2023-02-27 12:02:33.626,2023-02-27 12:49:28.814
189,Senior Officer-000001,Approve loan offer,2023-02-27 12:36:44.968,2023-02-27 12:56:44.968
192,Appraiser-000001,Appraise property,2023-02-27 12:49:28.814,2023-02-27 13:00:47.180
189,Clerk-000002,Approve application,2023-02-27 12:56:44.968,2023-02-27 13:01:44.968
190,Clerk-000004,Check application form completeness,2023-02-27 12:45:54.226,2023-02-27 13:02:40.160
191,Loan Officer-000001,Assess loan risk,2023-02-27 12:49:28.814,2023-02-27 13:09:28.814
192,Loan Officer-000002,Assess loan risk,2023-02-27 13:00:47.180,2023-02-27 13:20:47.180
191,Loan Officer-000001,Design loan offer,2023-02-27 13:09:28.814,2023-02-27 13:23:35.840
199,Clerk-000001,Check credit history,2023-02-27 11:31:39.379,2023-02-27 13:32:41.153
190,Clerk-000002,Check credit history,2023-02-27 13:02:40.160,2023-02-27 13:34:38.871
192,Loan Officer-000002,Design loan offer,2023-02-27 13:20:47.180,2023-02-27 13:37:41.370
203,Clerk-000004,Check application form completeness,2023-02-27 13:30:00.000,2023-02-27 13:38:57.670
191,Senior Officer-000001,Approve loan offer,2023-02-27 13:23:35.840,2023-02-27 13:43:35.840
203,Clerk-000001,Return application back to applicant,2023-02-27 13:38:57.670,2023-02-27 13:43:57.670
193,AML Investigator-000001,AML check,2023-02-27 12:42:26.862,2023-02-27 13:46:24.833
191,Clerk-000002,Cancel application,2023-02-27 13:43:35.840,2023-02-27 13:48:35.840
190,AML Investigator-000001,AML check,2023-02-27 13:46:24.833,2023-02-27 13:50:10.288
194,AML Investigator-000001,AML check,2023-02-27 13:50:10.288,2023-02-27 13:52:34.991
192,Senior Officer-000001,Approve loan offer,2023-02-27 13:43:35.840,2023-02-27 14:03:35.840
192,Clerk-000001,Cancel application,2023-02-27 14:03:35.840,2023-02-27 14:08:35.840
204,Clerk-000004,Check application form completeness,2023-02-27 14:00:00.000,2023-02-27 14:14:30.044
195,AML Investigator-000001,AML check,2023-02-27 13:52:34.991,2023-02-27 14:19:29.734
193,Appraiser-000001,Appraise property,2023-02-27 13:00:47.180,2023-02-27 14:20:14.510
202,Clerk-000003,Check application form completeness,2023-02-27 13:00:00.000,2023-02-27 14:23:02.785
204,Clerk-000002,Check credit history,2023-02-27 14:14:30.044,2023-02-27 14:24:06.155
190,Appraiser-000001,Appraise property,2023-02-27 14:20:14.510,2023-02-27 14:38:10.195
196,AML Investigator-000001,AML check,2023-02-27 14:19:29.734,2023-02-27 14:39:24.503
193,Loan Officer-000001,Assess loan risk,2023-02-27 14:20:14.510,2023-02-27 14:40:14.510
203,Applicant-000001,Applicant completes form,2023-02-27 13:43:57.670,2023-02-27 14:43:57.670
205,Clerk-000004,Check application form completeness,2023-02-27 14:30:00.000,2023-02-27 14:51:55.978
202,Clerk-000001,Check credit history,2023-02-27 14:23:02.785,2023-02-27 14:51:59.633
197,AML Investigator-000001,AML check,2023-02-27 14:39:24.503,2023-02-27 14:56:31.977
190,Loan Officer-000002,Assess loan risk,2023-02-27 14:38:10.195,2023-02-27 14:58:10.195
203,Clerk-000003,Check application form completeness,2023-02-27 14:43:57.670,2023-02-27 14:58:21.742
190,Loan Officer-000002,Design loan offer,2023-02-27 14:58:10.195,2023-02-27 14:59:14.479
198,AML Investigator-000001,AML check,2023-02-27 14:56:31.977,2023-02-28 07:02:18.580
193,Loan Officer-000001,Design loan offer,2023-02-27 14:40:14.510,2023-02-28 07:11:38.045
190,Senior Officer-000001,Approve loan offer,2023-02-27 14:59:14.479,2023-02-28 07:19:14.479
190,Clerk-000003,Approve application,2023-02-28 07:19:14.479,2023-02-28 07:24:14.479
199,AML Investigator-000001,AML check,2023-02-28 07:02:18.580,2023-02-28 07:26:44.708
200,AML Investigator-000001,AML check,2023-02-28 07:26:44.708,2023-02-28 07:29:07.769
193,Senior Officer-000001,Approve loan offer,2023-02-28 07:19:14.479,2023-02-28 07:39:14.479
205,Clerk-000002,Check credit history,2023-02-27 14:51:55.978,2023-02-28 07:47:11.644
193,Clerk-000002,Cancel application,2023-02-28 07:47:11.644,2023-02-28 07:52:11.644
201,AML Investigator-000001,AML check,2023-02-28 07:29:07.769,2023-02-28 07:55:32.801
206,Clerk-000001,Check application form completeness,2023-02-27 15:00:00.000,2023-02-28 07:58:02.598
202,AML Investigator-000001,AML check,2023-02-28 07:55:32.801,2023-02-28 08:01:08.141
207,Clerk-000003,Check application form completeness,2023-02-28 07:30:00.000,2023-02-28 08:04:01.126
203,Clerk-000004,Check credit history,2023-02-27 14:58:21.742,2023-02-28 08:06:23.828
207,Clerk-000003,Return application back to applicant,2023-02-28 08:04:01.126,2023-02-28 08:09:01.126
206,Clerk-000002,Check credit history,2023-02-28 07:58:02.598,2023-02-28 08:18:14.672
209,Clerk-000004,Check application form completeness,2023-02-28 08:30:00.000,2023-02-28 08:32:40.350
208,Clerk-000001,Check application form completeness,2023-02-28 08:00:00.000,2023-02-28 08:38:10.718
208,Clerk-000002,Check credit history,2023-02-28 08:38:10.718,2023-02-28 08:42:41.125
203,AML Investigator-000001,AML check,2023-02-28 08:01:08.141,2023-02-28 08:51:05.722
209,Clerk-000003,Check credit history,2023-02-28 08:32:40.350,2023-02-28 08:55:52.606
194,Appraiser-000001,Appraise property,2023-02-27 14:38:10.195,2023-02-28 09:04:46.439
204,AML Investigator-000001,AML check,2023-02-28 08:51:05.722,2023-02-28 09:08:34.759
207,Applicant-000001,Applicant completes form,2023-02-28 08:09:01.126,2023-02-28 09:09:01.126
210,Clerk-000004,Check application form completeness,2023-02-28 09:00:00.000,2023-02-28 09:13:25.268
207,Clerk-000001,Check application form completeness,2023-02-28 09:09:01.126,2023-02-28 09:15:38.188
205,AML Investigator-000001,AML check,2023-02-28 09:08:34.759,2023-02-28 09:15:51.573
210,Clerk-000002,Check credit history,2023-02-28 09:13:25.268,2023-02-28 09:24:13.258
194,Loan Officer-000002,Assess loan risk,2023-02-28 09:04:46.439,2023-02-28 09:24:46.439
194,Loan Officer-000001,Design loan offer,2023-02-28 09:24:46.439,2023-02-28 09:35:29.824
211,Clerk-000004,Check application form completeness,2023-02-28 09:30:00.000,2023-02-28 09:37:34.568
195,Appraiser-000001,Appraise property,2023-02-28 09:04:46.439,2023-02-28 09:41:13.860
194,Senior Officer-000001,Approve loan offer,2023-02-28 09:35:29.824,2023-02-28 09:55:29.824
196,Appraiser-000001,Appraise property,2023-02-28 09:41:13.860,2023-02-28 09:57:30.194
211,Clerk-000001,Check credit history,2023-02-28 09:37:34.568,2023-02-28 09:59:30.743
194,Clerk-000002,Approve application,2023-02-28 09:55:29.824,2023-02-28 10:00:29.824
197,Appraiser-000001,Appraise property,2023-02-28 09:57:30.194,2023-02-28 10:00:45.808
195,Loan Officer-000002,Assess loan risk,2023-02-28 09:41:13.860,2023-02-28 10:01:13.860
207,Clerk-000003,Check credit history,2023-02-28 09:15:38.188,2023-02-28 10:01:33.695
212,Clerk-000004,Check application form completeness,2023-02-28 10:00:00.000,2023-02-28 10:03:12.600
198,Appraiser-000001,Appraise property,2023-02-28 10:00:45.808,2023-02-28 10:10:08.207
195,Clerk-000001,Reject application,2023-02-28 10:01:13.860,2023-02-28 10:11:13.860
196,Loan Officer-000001,Assess loan risk,2023-02-28 09:57:30.194,2023-02-28 10:17:30.194
197,Loan Officer-000002,Assess loan risk,2023-02-28 10:01:13.860,2023-02-28 10:21:13.860
197,Loan Officer-000002,Design loan offer,2023-02-28 10:21:13.860,2023-02-28 10:22:29.035
196,Clerk-000003,Reject application,2023-02-28 10:17:30.194,2023-02-28 10:27:30.194
213,Clerk-000004,Check application form completeness,2023-02-28 10:30:00.000,2023-02-28 10:36:22.649
212,Clerk-000002,Check credit history,2023-02-28 10:03:12.600,2023-02-28 10:37:29.350
206,AML Investigator-000001,AML check,2023-02-28 09:15:51.573,2023-02-28 10:37:29.539
198,Loan Officer-000001,Assess loan risk,2023-02-28 10:17:30.194,2023-02-28 10:37:30.194
197,Senior Officer-000001,Approve loan offer,2023-02-28 10:22:29.035,2023-02-28 10:42:29.035
199,Appraiser-000001,Appraise property,2023-02-28 10:10:08.207,2023-02-28 10:46:06.377
198,Loan Officer-000002,Design loan offer,2023-02-28 10:37:30.194,2023-02-28 10:46:25.002
213,Clerk-000001,Check credit history,2023-02-28 10:36:22.649,2023-02-28 10:46:43.179
197,Clerk-000003,Approve application,2023-02-28 10:42:29.035,2023-02-28 10:47:29.035
200,Appraiser-000001,Appraise property,2023-02-28 10:46:06.377,2023-02-28 11:03:09.449
199,Loan Officer-000001,Assess loan risk,2023-02-28 10:46:06.377,2023-02-28 11:06:06.377
198,Senior Officer-000001,Approve loan offer,2023-02-28 10:46:25.002,2023-02-28 11:06:25.002
201,Appraiser-000001,Appraise property,2023-02-28 11:03:09.449,2023-02-28 11:11:15.458
198,Clerk-000001,Cancel application,2023-02-28 11:06:25.002,2023-02-28 11:11:25.002
214,Clerk-000004,Check application form completeness,2023-02-28 11:00:00.000,2023-02-28 11:13:16.581
199,Clerk-000002,Reject application,2023-02-28 11:06:06.377,2023-02-28 11:16:06.377
202,Appraiser-000001,Appraise property,2023-02-28 11:11:15.458,2023-02-28 11:17:31.661
200,Loan Officer-000002,Assess loan risk,2023-02-28 11:03:09.449,2023-02-28 11:23:09.449
214,Clerk-000003,Check credit history,2023-02-28 11:13:16.581,2023-02-28 11:30:54.347
201,Loan Officer-000001,Assess loan risk,2023-02-28 11:11:15.458,2023-02-28 11:31:15.458
200,Clerk-000001,Reject application,2023-02-28 11:23:09.449,2023-02-28 11:33:09.449
201,Loan Officer-000001,Design loan offer,2023-02-28 11:31:15.458,2023-02-28 11:35:18.127
207,AML Investigator-000001,AML check,2023-02-28 10:37:29.539,2023-02-28 11:36:56.644
202,Loan Officer-000002,Assess loan risk,2023-02-28 11:23:09.449,2023-02-28 11:43:09.449
203,Appraiser-000001,Appraise property,2023-02-28 11:17:31.661,2023-02-28 11:45:51.518
202,Loan Officer-000001,Design loan offer,2023-02-28 11:43:09.449,2023-02-28 11:47:15.016
215,Clerk-000004,Check application form completeness,2023-02-28 11:30:00.000,2023-02-28 11:49:04.733
215,Clerk-000002,Return application back to applicant,2023-02-28 11:49:04.733,2023-02-28 11:54:04.733
201,Senior Officer-000001,Approve loan offer,2023-02-28 11:35:18.127,2023-02-28 11:55:18.127
201,Clerk-000003,Approve application,2023-02-28 11:55:18.127,2023-02-28 12:00:18.127
203,Loan Officer-000002,Assess loan risk,2023-02-28 11:45:51.518,2023-02-28 12:05:51.518
203,Loan Officer-000001,Design loan offer,2023-02-28 12:05:51.518,2023-02-28 12:07:19.666
208,AML Investigator-000001,AML check,2023-02-28 11:36:56.644,2023-02-28 12:08:43.239
202,Senior Officer-000001,Approve loan offer,2023-02-28 11:55:18.127,2023-02-28 12:15:18.127
202,Clerk-000004,Approve application,2023-02-28 12:15:18.127,2023-02-28 12:20:18.127
216,Clerk-000001,Check application form completeness,2023-02-28 12:00:00.000,2023-02-28 12:22:05.940
209,AML Investigator-000001,AML check,2023-02-28 12:08:43.239,2023-02-28 12:23:48.785
204,Appraiser-000001,Appraise property,2023-02-28 11:45:51.518,2023-02-28 12:24:48.825
216,Clerk-000002,Check credit history,2023-02-28 12:22:05.940,2023-02-28 12:25:17.258
203,Senior Officer-000001,Approve loan offer,2023-02-28 12:15:18.127,2023-02-28 12:35:18.127
203,Clerk-000004,Cancel application,2023-02-28 12:35:18.127,2023-02-28 12:40:18.127
204,Loan Officer-000002,Assess loan risk,2023-02-28 12:24:48.825,2023-02-28 12:44:48.825
204,Loan Officer-000001,Design loan offer,2023-02-28 12:44:48.825,2023-02-28 12:48:35.630
210,AML Investigator-000001,AML check,2023-02-28 12:23:48.785,2023-02-28 12:51:55.504
211,AML Investigator-000001,AML check,2023-02-28 12:51:55.504,2023-02-28 12:53:30.667
215,Applicant-000001,Applicant completes form,2023-02-28 11:54:04.733,2023-02-28 12:54:04.733
217,Clerk-000003,Check application form completeness,2023-02-28 12:30:00.000,2023-02-28 13:01:30.160
218,Clerk-000002,Check application form completeness,2023-02-28 13:00:00.000,2023-02-28 13:04:22.304
204,Senior Officer-000001,Approve loan offer,2023-02-28 12:48:35.630,2023-02-28 13:08:35.630
212,AML Investigator-000001,AML check,2023-02-28 12:53:30.667,2023-02-28 13:08:45.348
218,Clerk-000003,Check credit history,2023-02-28 13:04:22.304,2023-02-28 13:10:57.966
204,Clerk-000002,Cancel application,2023-02-28 13:08:35.630,2023-02-28 13:13:35.630
217,Clerk-000004,Check credit history,2023-02-28 13:01:30.160,2023-02-28 13:20:52.807
219,Clerk-000003,Check application form completeness,2023-02-28 13:30:00.000,2023-02-28 13:38:44.069
219,Clerk-000002,Check credit history,2023-02-28 13:38:44.069,2023-02-28 13:42:35.801
205,Appraiser-000001,Appraise property,2023-02-28 12:24:48.825,2023-02-28 13:46:18.680
213,AML Investigator-000001,AML check,2023-02-28 13:08:45.348,2023-02-28 13:49:27.473
205,Loan Officer-000002,Assess loan risk,2023-02-28 13:46:18.680,2023-02-28 14:06:18.680
215,Clerk-000001,Check application form completeness,2023-02-28 12:54:04.733,2023-02-28 14:08:33.451
206,Appraiser-000001,Appraise property,2023-02-28 13:46:18.680,2023-02-28 14:08:46.295
215,Clerk-000002,Check credit history,2023-02-28 14:08:33.451,2023-02-28 14:09:49.342
205,Clerk-000003,Reject application,2023-02-28 14:06:18.680,2023-02-28 14:16:18.680
214,AML Investigator-000001,AML check,2023-02-28 13:49:27.473,2023-02-28 14:16:44.547
220,Clerk-000004,Check application form completeness,2023-02-28 14:00:00.000,2023-02-28 14:19:36.498
206,Loan Officer-000001,Assess loan risk,2023-02-28 14:08:46.295,2023-02-28 14:28:46.295
207,Appraiser-000001,Appraise property,2023-02-28 14:08:46.295,2023-02-28 14:29:07.456
220,Clerk-000001,Check credit history,2023-02-28 14:19:36.498,2023-02-28 14:34:24.814
208,Appraiser-000001,Appraise property,2023-02-28 14:29:07.456,2023-02-28 14:38:32.429
215,AML Investigator-000001,AML check,2023-02-28 14:16:44.547,2023-02-28 14:41:53.583
221,Clerk-000002,Check application form completeness,2023-02-28 14:30:00.000,2023-02-28 14:43:29.534
207,Loan Officer-000001,Assess loan risk,2023-02-28 14:29:07.456,2023-02-28 14:49:07.456
209,Appraiser-000001,Appraise property,2023-02-28 14:38:32.429,2023-02-28 14:51:34.811
206,Loan Officer-000002,Design loan offer,2023-02-28 14:28:46.295,2023-02-28 14:53:06.337
210,Appraiser-000001,Appraise property,2023-02-28 14:51:34.811,2023-02-28 14:53:38.705
211,Appraiser-000001,Appraise property,2023-02-28 14:53:38.705,2023-02-28 14:54:16.603
216,AML Investigator-000001,AML check,2023-02-28 14:41:53.583,2023-02-28 14:54:29.582
207,Clerk-000004,Reject application,2023-02-28 14:49:07.456,2023-02-28 14:59:07.456
222,Clerk-000001,Check application form completeness,2023-02-28 15:00:00.000,2023-03-01 07:01:26.006
208,Loan Officer-000001,Assess loan risk,2023-02-28 14:49:07.456,2023-03-01 07:09:07.456
209,Loan Officer-000002,Assess loan risk,2023-02-28 14:53:06.337,2023-03-01 07:13:06.337
206,Senior Officer-000001,Approve loan offer,2023-02-28 14:53:06.337,2023-03-01 07:13:06.337
206,Clerk-000001,Cancel application,2023-03-01 07:13:06.337,2023-03-01 07:18:06.337
209,Clerk-000004,Reject application,2023-03-01 07:13:06.337,2023-03-01 07:23:06.337
221,Clerk-000003,Check credit history,2023-02-28 14:43:29.534,2023-03-01 07:23:17.366
210,Loan Officer-000001,Assess loan risk,2023-03-01 07:09:07.456,2023-03-01 07:29:07.456
217,AML Investigator-000001,AML check,2023-02-28 14:54:29.582,2023-03-01 07:29:09.625
212,Appraiser-000001,Appraise property,2023-02-28 14:54:16.603,2023-03-01 07:29:40.315
208,Loan Officer-000002,Design loan offer,2023-03-01 07:13:06.337,2023-03-01 07:32:47.611
210,Loan Officer-000002,Design loan offer,2023-03-01 07:32:47.611,2023-03-01 07:32:48.159
223,Clerk-000001,Check application form completeness,2023-03-01 07:30:00.000,2023-03-01 07:42:07.600
211,Loan Officer-000001,Assess loan risk,2023-03-01 07:29:07.456,2023-03-01 07:49:07.456
223,Clerk-000004,Check credit history,2023-03-01 07:42:07.600,2023-03-01 07:50:55.133
208,Senior Officer-000001,Approve loan offer,2023-03-01 07:32:47.611,2023-03-01 07:52:47.611
212,Loan Officer-000002,Assess loan risk,2023-03-01 07:32:48.159,2023-03-01 07:52:48.159
208,Clerk-000001,Approve application,2023-03-01 07:52:47.611,2023-03-01 07:57:47.611
211,Clerk-000003,Reject application,2023-03-01 07:49:07.456,2023-03-01 07:59:07.456
224,Clerk-000001,Check application form completeness,2023-03-01 08:00:00.000,2023-03-01 08:01:24.773
212,Clerk-000004,Reject application,2023-03-01 07:52:48.159,2023-03-01 08:02:48.159
222,Clerk-000002,Check credit history,2023-03-01 07:01:26.006,2023-03-01 08:03:07.105
224,Clerk-000003,Check credit history,2023-03-01 08:01:24.773,2023-03-01 08:03:07.739
213,Appraiser-000001,Appraise property,2023-03-01 07:29:40.315,2023-03-01 08:06:09.573
218,AML Investigator-000001,AML check,2023-03-01 07:29:09.625,2023-03-01 08:11:15.985
210,Senior Officer-000001,Approve loan offer,2023-03-01 07:52:47.611,2023-03-01 08:12:47.611
210,Clerk-000001,Cancel application,2023-03-01 08:12:47.611,2023-03-01 08:17:47.611
219,AML Investigator-000001,AML check,2023-03-01 08:11:15.985,2023-03-01 08:23:58.331
213,Loan Officer-000001,Assess loan risk,2023-03-01 08:06:09.573,2023-03-01 08:26:09.573
220,AML Investigator-000001,AML check,2023-03-01 08:23:58.331,2023-03-01 08:27:10.945
221,AML Investigator-000001,AML check,2023-03-01 08:27:10.945,2023-03-01 08:29:02.034
225,Clerk-000004,Check application form completeness,2023-03-01 08:30:00.000,2023-03-01 08:37:45.876
213,Loan Officer-000002,Design loan offer,2023-03-01 08:26:09.573,2023-03-01 08:40:41.447
222,AML Investigator-000001,AML check,2023-03-01 08:29:02.034,2023-03-01 08:45:00.140
223,AML Investigator-000001,AML check,2023-03-01 08:45:00.140,2023-03-01 08:46:47.089
226,Clerk-000003,Check application form completeness,2023-03-01 09:00:00.000,2023-03-01 09:00:21.723
213,Senior Officer-000001,Approve loan offer,2023-03-01 08:40:41.447,2023-03-01 09:00:41.447
213,Clerk-000004,Cancel application,2023-03-01 09:00:41.447,2023-03-01 09:05:41.447
224,AML Investigator-000001,AML check,2023-03-01 08:46:47.089,2023-03-01 09:10:57.645
225,Clerk-000002,Check credit history,2023-03-01 08:37:45.876,2023-03-01 09:22:32.807
214,Appraiser-000001,Appraise property,2023-03-01 08:06:09.573,2023-03-01 09:36:41.975
226,Clerk-000001,Check credit history,2023-03-01 09:00:21.723,2023-03-01 09:42:33.190
