,Unnamed: 0,activity_name,lifecycle:transition,resource,end_timestamp,Activity,Resource,case_id,case:variant,case:variant-index,case:creator,start_timestamp,agent
383,383,Traer informacion estudiante - banner,complete,3917,2016-02-09 16:48:42+00:00,Traer informacion estudiante - banner,3917,84456,Variant 25,25,Fluxicon Disco,2016-02-09 16:48:42+00:00,74
384,384,Radicar Solicitud Homologacion,complete,3917,2016-02-09 16:48:47+00:00,Radicar Solicitud Homologacion,3917,84456,Variant 25,25,Fluxicon Disco,2016-02-09 16:48:44+00:00,74
385,385,Validar solicitud,complete,19019,2016-02-09 16:52:38+00:00,Validar solicitud,19019,84456,Variant 25,25,Fluxicon Disco,2016-02-09 16:52:31+00:00,11
386,386,Recepcion de documentos,complete,157,2016-02-09 22:11:46+00:00,Recepcion de documentos,157,84456,Variant 25,25,Fluxicon Disco,2016-02-09 18:07:23+00:00,77
387,388,Homologacion por grupo de cursos,complete,1007,2016-02-09 23:25:12+00:00,Homologacion por grupo de cursos,1007,84456,Variant 25,25,Fluxicon Disco,2016-02-09 18:07:23+00:00,4
388,387,End,complete,End,2016-02-09 22:11:46+00:00,End,End,84456,Variant 25,25,Fluxicon Disco,2016-02-09 22:11:46+00:00,5
389,389,Start,complete,Start,2016-02-09 20:37:51+00:00,Start,Start,84460,Variant 5,5,Fluxicon Disco,2016-02-09 20:37:51+00:00,0
390,390,Traer informacion estudiante - banner,complete,3703,2016-02-09 20:37:51+00:00,Traer informacion estudiante - banner,3703,84460,Variant 5,5,Fluxicon Disco,2016-02-09 20:37:51+00:00,80
391,391,Radicar Solicitud Homologacion,complete,3703,2016-02-09 20:37:58+00:00,Radicar Solicitud Homologacion,3703,84460,Variant 5,5,Fluxicon Disco,2016-02-09 20:37:52+00:00,80
392,393,End,complete,End,2016-02-18 19:08:01+00:00,End,End,84460,Variant 5,5,Fluxicon Disco,2016-02-18 19:08:01+00:00,5
393,392,Notificacion estudiante cancelacion soli,complete,1,2016-02-18 19:08:01+00:00,Notificacion estudiante cancelacion soli,1,84460,Variant 5,5,Fluxicon Disco,2016-02-18 19:08:01+00:00,137
394,395,Validar solicitud,complete,1707,2016-02-09 21:18:35+00:00,Validar solicitud,1707,84462,Variant 16,16,Fluxicon Disco,2016-02-09 21:04:47+00:00,15
395,394,Start,complete,Start,2016-02-09 21:04:47+00:00,Start,Start,84462,Variant 16,16,Fluxicon Disco,2016-02-09 21:04:47+00:00,0
396,396,Traer informacion estudiante - banner,complete,5778,2016-02-09 21:36:41+00:00,Traer informacion estudiante - banner,5778,84462,Variant 16,16,Fluxicon Disco,2016-02-09 21:36:41+00:00,82
397,397,Radicar Solicitud Homologacion,complete,5778,2016-02-09 21:36:45+00:00,Radicar Solicitud Homologacion,5778,84462,Variant 16,16,Fluxicon Disco,2016-02-09 21:36:45+00:00,82
398,398,Homologacion por grupo de cursos,complete,15930,2016-02-11 19:06:20+00:00,Homologacion por grupo de cursos,15930,84462,Variant 16,16,Fluxicon Disco,2016-02-11 16:52:59+00:00,88
399,399,End,complete,End,2016-02-11 19:06:20+00:00,End,End,84462,Variant 16,16,Fluxicon Disco,2016-02-11 19:06:20+00:00,5
400,400,Start,complete,Start,2016-02-09 21:25:56+00:00,Start,Start,84466,Variant 39,39,Fluxicon Disco,2016-02-09 21:25:56+00:00,0
401,401,Validar solicitud,complete,716,2016-02-09 22:50:29+00:00,Validar solicitud,716,84466,Variant 39,39,Fluxicon Disco,2016-02-09 21:25:56+00:00,21
402,402,Traer informacion estudiante - banner,complete,6987,2016-02-09 23:40:37+00:00,Traer informacion estudiante - banner,6987,84466,Variant 39,39,Fluxicon Disco,2016-02-09 23:40:37+00:00,83
403,403,Radicar Solicitud Homologacion,complete,6987,2016-02-09 23:40:38+00:00,Radicar Solicitud Homologacion,6987,84466,Variant 39,39,Fluxicon Disco,2016-02-09 23:40:38+00:00,83
404,405,Homologacion por grupo de cursos,complete,7394,2016-02-24 16:00:28+00:00,Homologacion por grupo de cursos,7394,84466,Variant 39,39,Fluxicon Disco,2016-02-24 15:59:09+00:00,71
405,404,Revisar curso,complete,716,2016-02-24 15:59:10+00:00,Revisar curso,716,84466,Variant 39,39,Fluxicon Disco,2016-02-24 15:59:09+00:00,21
406,406,Evaluacion curso,complete,716,2016-02-24 16:01:37+00:00,Evaluacion curso,716,84466,Variant 39,39,Fluxicon Disco,2016-02-24 16:00:25+00:00,21
407,407,Validacion final,complete,716,2016-02-24 19:12:57+00:00,Validacion final,716,84466,Variant 39,39,Fluxicon Disco,2016-02-24 19:12:55+00:00,21
408,408,Visto Bueno Cierre Proceso,complete,7394,2016-02-24 19:15:28+00:00,Visto Bueno Cierre Proceso,7394,84466,Variant 39,39,Fluxicon Disco,2016-02-24 19:15:25+00:00,71
409,409,End,complete,End,2016-02-24 19:15:28+00:00,End,End,84466,Variant 39,39,Fluxicon Disco,2016-02-24 19:15:28+00:00,5
410,410,Start,complete,Start,2016-02-10 00:12:21+00:00,Start,Start,84468,Variant 2,2,Fluxicon Disco,2016-02-10 00:12:21+00:00,0
411,411,Traer informacion estudiante - banner,complete,3409,2016-02-10 00:12:21+00:00,Traer informacion estudiante - banner,3409,84468,Variant 2,2,Fluxicon Disco,2016-02-10 00:12:21+00:00,84
412,412,Radicar Solicitud Homologacion,complete,3409,2016-02-10 00:12:22+00:00,Radicar Solicitud Homologacion,3409,84468,Variant 2,2,Fluxicon Disco,2016-02-10 00:12:22+00:00,84
413,413,Validar solicitud,complete,49,2016-02-10 01:04:57+00:00,Validar solicitud,49,84468,Variant 2,2,Fluxicon Disco,2016-02-10 00:40:57+00:00,32
414,414,Homologacion por grupo de cursos,complete,2541,2016-02-13 15:35:10+00:00,Homologacion por grupo de cursos,2541,84468,Variant 2,2,Fluxicon Disco,2016-02-13 15:29:08+00:00,81
415,415,End,complete,End,2016-02-13 15:35:10+00:00,End,End,84468,Variant 2,2,Fluxicon Disco,2016-02-13 15:35:10+00:00,5
416,417,Traer informacion estudiante - banner,complete,4701,2016-02-09 13:12:38+00:00,Traer informacion estudiante - banner,4701,84502,Variant 2,2,Fluxicon Disco,2016-02-09 13:12:38+00:00,68
417,416,Start,complete,Start,2016-02-09 13:12:38+00:00,Start,Start,84502,Variant 2,2,Fluxicon Disco,2016-02-09 13:12:38+00:00,0
418,418,Radicar Solicitud Homologacion,complete,4701,2016-02-09 13:13:31+00:00,Radicar Solicitud Homologacion,4701,84502,Variant 2,2,Fluxicon Disco,2016-02-09 13:12:39+00:00,68
419,419,Validar solicitud,complete,19019,2016-02-09 14:07:56+00:00,Validar solicitud,19019,84502,Variant 2,2,Fluxicon Disco,2016-02-09 14:05:02+00:00,11
420,420,Homologacion por grupo de cursos,complete,387,2016-02-09 18:46:05+00:00,Homologacion por grupo de cursos,387,84502,Variant 2,2,Fluxicon Disco,2016-02-09 18:10:05+00:00,2
421,421,End,complete,End,2016-02-09 18:46:05+00:00,End,End,84502,Variant 2,2,Fluxicon Disco,2016-02-09 18:46:05+00:00,5
422,422,Start,complete,Start,2016-02-09 14:07:30+00:00,Start,Start,84505,Variant 9,9,Fluxicon Disco,2016-02-09 14:07:30+00:00,0
423,423,Traer informacion estudiante - banner,complete,9531,2016-02-09 14:07:30+00:00,Traer informacion estudiante - banner,9531,84505,Variant 9,9,Fluxicon Disco,2016-02-09 14:07:30+00:00,69
424,424,Radicar Solicitud Homologacion,complete,9531,2016-02-09 14:07:46+00:00,Radicar Solicitud Homologacion,9531,84505,Variant 9,9,Fluxicon Disco,2016-02-09 14:07:32+00:00,69
425,425,Validar solicitud,complete,18929,2016-02-09 15:41:08+00:00,Validar solicitud,18929,84505,Variant 9,9,Fluxicon Disco,2016-02-09 14:22:31+00:00,29
426,426,Cancelar Solicitud,complete,18929,2016-02-09 16:22:24+00:00,Cancelar Solicitud,18929,84505,Variant 9,9,Fluxicon Disco,2016-02-09 14:22:31+00:00,29
427,427,Notificacion estudiante cancelacion soli,complete,18929,2016-03-01 14:16:13+00:00,Notificacion estudiante cancelacion soli,18929,84505,Variant 9,9,Fluxicon Disco,2016-03-01 14:16:13+00:00,29
428,428,End,complete,End,2016-03-01 14:16:13+00:00,End,End,84505,Variant 9,9,Fluxicon Disco,2016-03-01 14:16:13+00:00,5
429,429,Start,complete,Start,2016-02-09 14:25:26+00:00,Start,Start,84506,Variant 9,9,Fluxicon Disco,2016-02-09 14:25:26+00:00,0
430,430,Traer informacion estudiante - banner,complete,9531,2016-02-09 14:25:26+00:00,Traer informacion estudiante - banner,9531,84506,Variant 9,9,Fluxicon Disco,2016-02-09 14:25:26+00:00,69
431,431,Radicar Solicitud Homologacion,complete,9531,2016-02-09 14:25:37+00:00,Radicar Solicitud Homologacion,9531,84506,Variant 9,9,Fluxicon Disco,2016-02-09 14:25:30+00:00,69
432,432,Validar solicitud,complete,18929,2016-02-09 15:51:48+00:00,Validar solicitud,18929,84506,Variant 9,9,Fluxicon Disco,2016-02-09 14:33:22+00:00,29
433,433,Cancelar Solicitud,complete,18929,2016-02-09 16:33:07+00:00,Cancelar Solicitud,18929,84506,Variant 9,9,Fluxicon Disco,2016-02-09 14:33:23+00:00,29
434,434,Notificacion estudiante cancelacion soli,complete,18929,2016-03-01 14:18:07+00:00,Notificacion estudiante cancelacion soli,18929,84506,Variant 9,9,Fluxicon Disco,2016-03-01 14:18:07+00:00,29
435,435,End,complete,End,2016-03-01 14:18:07+00:00,End,End,84506,Variant 9,9,Fluxicon Disco,2016-03-01 14:18:07+00:00,5
436,437,Traer informacion estudiante - banner,complete,2144,2016-02-09 17:31:58+00:00,Traer informacion estudiante - banner,2144,84552,Variant 2,2,Fluxicon Disco,2016-02-09 17:31:58+00:00,75
437,436,Start,complete,Start,2016-02-09 17:31:58+00:00,Start,Start,84552,Variant 2,2,Fluxicon Disco,2016-02-09 17:31:58+00:00,0
438,438,Radicar Solicitud Homologacion,complete,2144,2016-02-09 17:32:03+00:00,Radicar Solicitud Homologacion,2144,84552,Variant 2,2,Fluxicon Disco,2016-02-09 17:32:03+00:00,75
439,439,Validar solicitud,complete,1707,2016-02-09 17:52:04+00:00,Validar solicitud,1707,84552,Variant 2,2,Fluxicon Disco,2016-02-09 17:42:53+00:00,15
440,440,Homologacion por grupo de cursos,complete,15930,2016-02-10 22:31:49+00:00,Homologacion por grupo de cursos,15930,84552,Variant 2,2,Fluxicon Disco,2016-02-10 20:11:56+00:00,88
441,441,End,complete,End,2016-02-10 22:31:49+00:00,End,End,84552,Variant 2,2,Fluxicon Disco,2016-02-10 22:31:49+00:00,5
442,443,Traer informacion estudiante - banner,complete,5151,2016-02-09 17:33:52+00:00,Traer informacion estudiante - banner,5151,84553,Variant 2,2,Fluxicon Disco,2016-02-09 17:33:52+00:00,76
443,442,Start,complete,Start,2016-02-09 17:33:52+00:00,Start,Start,84553,Variant 2,2,Fluxicon Disco,2016-02-09 17:33:52+00:00,0
444,444,Radicar Solicitud Homologacion,complete,5151,2016-02-09 17:33:54+00:00,Radicar Solicitud Homologacion,5151,84553,Variant 2,2,Fluxicon Disco,2016-02-09 17:33:54+00:00,76
445,445,Validar solicitud,complete,49,2016-02-09 17:48:08+00:00,Validar solicitud,49,84553,Variant 2,2,Fluxicon Disco,2016-02-09 17:45:55+00:00,32
446,446,Homologacion por grupo de cursos,complete,2541,2016-02-09 21:15:01+00:00,Homologacion por grupo de cursos,2541,84553,Variant 2,2,Fluxicon Disco,2016-02-09 21:13:27+00:00,81
447,447,End,complete,End,2016-02-09 21:15:01+00:00,End,End,84553,Variant 2,2,Fluxicon Disco,2016-02-09 21:15:01+00:00,5
448,449,Traer informacion estudiante - banner,complete,6426,2016-02-09 18:11:28+00:00,Traer informacion estudiante - banner,6426,84554,Variant 2,2,Fluxicon Disco,2016-02-09 18:11:28+00:00,3
449,448,Start,complete,Start,2016-02-09 18:11:28+00:00,Start,Start,84554,Variant 2,2,Fluxicon Disco,2016-02-09 18:11:28+00:00,0
450,450,Radicar Solicitud Homologacion,complete,6426,2016-02-09 18:14:38+00:00,Radicar Solicitud Homologacion,6426,84554,Variant 2,2,Fluxicon Disco,2016-02-09 18:11:33+00:00,3
451,451,Validar solicitud,complete,22475,2016-02-09 22:06:41+00:00,Validar solicitud,22475,84554,Variant 2,2,Fluxicon Disco,2016-02-09 22:05:50+00:00,9
452,452,Homologacion por grupo de cursos,complete,1343,2016-02-09 23:12:38+00:00,Homologacion por grupo de cursos,1343,84554,Variant 2,2,Fluxicon Disco,2016-02-09 22:57:16+00:00,14
453,453,End,complete,End,2016-02-09 23:12:38+00:00,End,End,84554,Variant 2,2,Fluxicon Disco,2016-02-09 23:12:38+00:00,5
454,455,Traer informacion estudiante - banner,complete,6469,2016-02-09 19:10:23+00:00,Traer informacion estudiante - banner,6469,84557,Variant 1,1,Fluxicon Disco,2016-02-09 19:10:23+00:00,78
455,454,Start,complete,Start,2016-02-09 19:10:23+00:00,Start,Start,84557,Variant 1,1,Fluxicon Disco,2016-02-09 19:10:23+00:00,0
456,456,Radicar Solicitud Homologacion,complete,6469,2016-02-09 19:14:13+00:00,Radicar Solicitud Homologacion,6469,84557,Variant 1,1,Fluxicon Disco,2016-02-09 19:10:24+00:00,78
457,457,Cancelar Solicitud,complete,19019,2016-02-09 23:35:08+00:00,Cancelar Solicitud,19019,84557,Variant 1,1,Fluxicon Disco,2016-02-09 23:35:08+00:00,11
458,458,Notificacion estudiante cancelacion soli,complete,19019,2016-02-10 12:06:14+00:00,Notificacion estudiante cancelacion soli,19019,84557,Variant 1,1,Fluxicon Disco,2016-02-10 12:06:14+00:00,11
459,459,End,complete,End,2016-02-10 12:06:14+00:00,End,End,84557,Variant 1,1,Fluxicon Disco,2016-02-10 12:06:14+00:00,5
460,461,Traer informacion estudiante - banner,complete,4905,2016-02-09 19:25:48+00:00,Traer informacion estudiante - banner,4905,84558,Variant 2,2,Fluxicon Disco,2016-02-09 19:25:48+00:00,79
461,460,Start,complete,Start,2016-02-09 19:25:48+00:00,Start,Start,84558,Variant 2,2,Fluxicon Disco,2016-02-09 19:25:48+00:00,0
462,462,Radicar Solicitud Homologacion,complete,4905,2016-02-09 19:26:16+00:00,Radicar Solicitud Homologacion,4905,84558,Variant 2,2,Fluxicon Disco,2016-02-09 19:25:49+00:00,79
463,463,Validar solicitud,complete,7297,2016-02-09 20:32:06+00:00,Validar solicitud,7297,84558,Variant 2,2,Fluxicon Disco,2016-02-09 19:52:59+00:00,57
464,464,Homologacion por grupo de cursos,complete,7324,2016-02-17 02:30:37+00:00,Homologacion por grupo de cursos,7324,84558,Variant 2,2,Fluxicon Disco,2016-02-16 17:34:42+00:00,113
465,465,End,complete,End,2016-02-17 02:30:37+00:00,End,End,84558,Variant 2,2,Fluxicon Disco,2016-02-17 02:30:37+00:00,5
466,467,Traer informacion estudiante - banner,complete,8177,2016-02-10 08:38:46+00:00,Traer informacion estudiante - banner,8177,84751,Variant 1,1,Fluxicon Disco,2016-02-10 08:38:46+00:00,85
467,466,Start,complete,Start,2016-02-10 08:38:46+00:00,Start,Start,84751,Variant 1,1,Fluxicon Disco,2016-02-10 08:38:46+00:00,0
468,468,Radicar Solicitud Homologacion,complete,8177,2016-02-10 08:39:03+00:00,Radicar Solicitud Homologacion,8177,84751,Variant 1,1,Fluxicon Disco,2016-02-10 08:38:54+00:00,85
469,469,Cancelar Solicitud,complete,22404,2016-02-10 16:39:23+00:00,Cancelar Solicitud,22404,84751,Variant 1,1,Fluxicon Disco,2016-02-10 13:09:50+00:00,17
470,470,Notificacion estudiante cancelacion soli,complete,22404,2016-03-17 14:43:22+00:00,Notificacion estudiante cancelacion soli,22404,84751,Variant 1,1,Fluxicon Disco,2016-03-17 14:43:22+00:00,17
471,471,End,complete,End,2016-03-17 14:43:22+00:00,End,End,84751,Variant 1,1,Fluxicon Disco,2016-03-17 14:43:22+00:00,5
472,473,Traer informacion estudiante - banner,complete,15957,2016-02-10 15:09:15+00:00,Traer informacion estudiante - banner,15957,84804,Variant 1,1,Fluxicon Disco,2016-02-10 15:09:15+00:00,87
473,472,Start,complete,Start,2016-02-10 15:09:15+00:00,Start,Start,84804,Variant 1,1,Fluxicon Disco,2016-02-10 15:09:15+00:00,0
474,474,Radicar Solicitud Homologacion,complete,15957,2016-02-10 15:09:34+00:00,Radicar Solicitud Homologacion,15957,84804,Variant 1,1,Fluxicon Disco,2016-02-10 15:09:18+00:00,87
475,475,Cancelar Solicitud,complete,18929,2016-02-10 17:39:29+00:00,Cancelar Solicitud,18929,84804,Variant 1,1,Fluxicon Disco,2016-02-10 15:25:55+00:00,29
476,477,End,complete,End,2016-03-04 11:20:47+00:00,End,End,84804,Variant 1,1,Fluxicon Disco,2016-03-04 11:20:47+00:00,5
477,476,Notificacion estudiante cancelacion soli,complete,18929,2016-03-04 11:20:47+00:00,Notificacion estudiante cancelacion soli,18929,84804,Variant 1,1,Fluxicon Disco,2016-03-04 11:20:47+00:00,29
478,478,Start,complete,Start,2016-02-10 17:06:44+00:00,Start,Start,84805,Variant 1,1,Fluxicon Disco,2016-02-10 17:06:44+00:00,0
479,479,Traer informacion estudiante - banner,complete,8177,2016-02-10 17:06:44+00:00,Traer informacion estudiante - banner,8177,84805,Variant 1,1,Fluxicon Disco,2016-02-10 17:06:44+00:00,85
480,480,Radicar Solicitud Homologacion,complete,8177,2016-02-10 17:06:46+00:00,Radicar Solicitud Homologacion,8177,84805,Variant 1,1,Fluxicon Disco,2016-02-10 17:06:46+00:00,85
481,481,Cancelar Solicitud,complete,22404,2016-02-10 20:38:45+00:00,Cancelar Solicitud,22404,84805,Variant 1,1,Fluxicon Disco,2016-02-10 17:12:16+00:00,17
482,483,End,complete,End,2016-03-17 15:29:03+00:00,End,End,84805,Variant 1,1,Fluxicon Disco,2016-03-17 15:29:03+00:00,5
483,482,Notificacion estudiante cancelacion soli,complete,22404,2016-03-17 15:29:03+00:00,Notificacion estudiante cancelacion soli,22404,84805,Variant 1,1,Fluxicon Disco,2016-03-17 15:29:03+00:00,17
484,484,Start,complete,Start,2016-02-10 17:12:59+00:00,Start,Start,84807,Variant 1,1,Fluxicon Disco,2016-02-10 17:12:59+00:00,0
485,485,Traer informacion estudiante - banner,complete,8177,2016-02-10 17:12:59+00:00,Traer informacion estudiante - banner,8177,84807,Variant 1,1,Fluxicon Disco,2016-02-10 17:12:59+00:00,85
486,486,Radicar Solicitud Homologacion,complete,8177,2016-02-10 17:13:00+00:00,Radicar Solicitud Homologacion,8177,84807,Variant 1,1,Fluxicon Disco,2016-02-10 17:13:00+00:00,85
487,487,Cancelar Solicitud,complete,22404,2016-02-10 20:46:05+00:00,Cancelar Solicitud,22404,84807,Variant 1,1,Fluxicon Disco,2016-02-10 17:19:35+00:00,17
488,489,End,complete,End,2016-03-17 15:30:16+00:00,End,End,84807,Variant 1,1,Fluxicon Disco,2016-03-17 15:30:16+00:00,5
489,488,Notificacion estudiante cancelacion soli,complete,22404,2016-03-17 15:30:16+00:00,Notificacion estudiante cancelacion soli,22404,84807,Variant 1,1,Fluxicon Disco,2016-03-17 15:30:16+00:00,17
490,491,Traer informacion estudiante - banner,complete,11041,2016-02-10 13:22:17+00:00,Traer informacion estudiante - banner,11041,84855,Variant 1,1,Fluxicon Disco,2016-02-10 13:22:17+00:00,86
491,490,Start,complete,Start,2016-02-10 13:22:17+00:00,Start,Start,84855,Variant 1,1,Fluxicon Disco,2016-02-10 13:22:17+00:00,0
492,492,Radicar Solicitud Homologacion,complete,11041,2016-02-10 13:22:25+00:00,Radicar Solicitud Homologacion,11041,84855,Variant 1,1,Fluxicon Disco,2016-02-10 13:22:21+00:00,86
493,493,Cancelar Solicitud,complete,11041,2016-02-10 13:27:10+00:00,Cancelar Solicitud,11041,84855,Variant 1,1,Fluxicon Disco,2016-02-10 13:27:08+00:00,86
494,494,Notificacion estudiante cancelacion soli,complete,11041,2016-02-10 13:29:27+00:00,Notificacion estudiante cancelacion soli,11041,84855,Variant 1,1,Fluxicon Disco,2016-02-10 13:29:27+00:00,86
495,495,End,complete,End,2016-02-10 13:29:27+00:00,End,End,84855,Variant 1,1,Fluxicon Disco,2016-02-10 13:29:27+00:00,5
496,504,Start,complete,Start,2016-02-10 15:28:01+00:00,Start,Start,84901,Variant 1,1,Fluxicon Disco,2016-02-10 15:28:01+00:00,0
497,505,Traer informacion estudiante - banner,complete,11204,2016-02-10 15:28:01+00:00,Traer informacion estudiante - banner,11204,84901,Variant 1,1,Fluxicon Disco,2016-02-10 15:28:01+00:00,51
498,506,Radicar Solicitud Homologacion,complete,11204,2016-02-10 15:28:10+00:00,Radicar Solicitud Homologacion,11204,84901,Variant 1,1,Fluxicon Disco,2016-02-10 15:28:06+00:00,51
499,507,Cancelar Solicitud,complete,19019,2016-02-10 15:33:58+00:00,Cancelar Solicitud,19019,84901,Variant 1,1,Fluxicon Disco,2016-02-10 15:32:28+00:00,11
500,509,End,complete,End,2016-02-10 19:03:03+00:00,End,End,84901,Variant 1,1,Fluxicon Disco,2016-02-10 19:03:03+00:00,5
501,508,Notificacion estudiante cancelacion soli,complete,19019,2016-02-10 19:03:03+00:00,Notificacion estudiante cancelacion soli,19019,84901,Variant 1,1,Fluxicon Disco,2016-02-10 19:03:03+00:00,11
502,510,Start,complete,Start,2016-02-10 15:32:52+00:00,Start,Start,84902,Variant 1,1,Fluxicon Disco,2016-02-10 15:32:52+00:00,0
503,511,Traer informacion estudiante - banner,complete,11204,2016-02-10 15:32:52+00:00,Traer informacion estudiante - banner,11204,84902,Variant 1,1,Fluxicon Disco,2016-02-10 15:32:52+00:00,51
504,512,Radicar Solicitud Homologacion,complete,11204,2016-02-10 15:32:56+00:00,Radicar Solicitud Homologacion,11204,84902,Variant 1,1,Fluxicon Disco,2016-02-10 15:32:53+00:00,51
505,513,Cancelar Solicitud,complete,19019,2016-02-10 15:37:40+00:00,Cancelar Solicitud,19019,84902,Variant 1,1,Fluxicon Disco,2016-02-10 15:36:12+00:00,11
506,514,Notificacion estudiante cancelacion soli,complete,19019,2016-02-10 19:04:23+00:00,Notificacion estudiante cancelacion soli,19019,84902,Variant 1,1,Fluxicon Disco,2016-02-10 19:04:23+00:00,11
507,515,End,complete,End,2016-02-10 19:04:23+00:00,End,End,84902,Variant 1,1,Fluxicon Disco,2016-02-10 19:04:23+00:00,5
508,517,Traer informacion estudiante - banner,complete,11204,2016-02-10 15:36:34+00:00,Traer informacion estudiante - banner,11204,84903,Variant 1,1,Fluxicon Disco,2016-02-10 15:36:34+00:00,51
509,516,Start,complete,Start,2016-02-10 15:36:34+00:00,Start,Start,84903,Variant 1,1,Fluxicon Disco,2016-02-10 15:36:34+00:00,0
510,518,Radicar Solicitud Homologacion,complete,11204,2016-02-10 15:36:38+00:00,Radicar Solicitud Homologacion,11204,84903,Variant 1,1,Fluxicon Disco,2016-02-10 15:36:35+00:00,51
511,519,Cancelar Solicitud,complete,19019,2016-02-10 15:41:31+00:00,Cancelar Solicitud,19019,84903,Variant 1,1,Fluxicon Disco,2016-02-10 15:40:07+00:00,11
512,520,Notificacion estudiante cancelacion soli,complete,19019,2016-02-10 19:04:49+00:00,Notificacion estudiante cancelacion soli,19019,84903,Variant 1,1,Fluxicon Disco,2016-02-10 19:04:49+00:00,11
513,521,End,complete,End,2016-02-10 19:04:49+00:00,End,End,84903,Variant 1,1,Fluxicon Disco,2016-02-10 19:04:49+00:00,5
514,523,Traer informacion estudiante - banner,complete,11204,2016-02-10 15:40:19+00:00,Traer informacion estudiante - banner,11204,84904,Variant 1,1,Fluxicon Disco,2016-02-10 15:40:19+00:00,51
515,522,Start,complete,Start,2016-02-10 15:40:19+00:00,Start,Start,84904,Variant 1,1,Fluxicon Disco,2016-02-10 15:40:19+00:00,0
516,524,Radicar Solicitud Homologacion,complete,11204,2016-02-10 15:40:22+00:00,Radicar Solicitud Homologacion,11204,84904,Variant 1,1,Fluxicon Disco,2016-02-10 15:40:20+00:00,51
517,525,Cancelar Solicitud,complete,19019,2016-02-10 15:44:07+00:00,Cancelar Solicitud,19019,84904,Variant 1,1,Fluxicon Disco,2016-02-10 15:42:45+00:00,11
518,527,End,complete,End,2016-02-10 19:05:02+00:00,End,End,84904,Variant 1,1,Fluxicon Disco,2016-02-10 19:05:02+00:00,5
519,526,Notificacion estudiante cancelacion soli,complete,19019,2016-02-10 19:05:02+00:00,Notificacion estudiante cancelacion soli,19019,84904,Variant 1,1,Fluxicon Disco,2016-02-10 19:05:02+00:00,11
520,529,Traer informacion estudiante - banner,complete,11614,2016-02-10 20:17:11+00:00,Traer informacion estudiante - banner,11614,85051,Variant 1,1,Fluxicon Disco,2016-02-10 20:17:11+00:00,89
521,528,Start,complete,Start,2016-02-10 20:17:11+00:00,Start,Start,85051,Variant 1,1,Fluxicon Disco,2016-02-10 20:17:11+00:00,0
522,530,Radicar Solicitud Homologacion,complete,11614,2016-02-10 20:23:56+00:00,Radicar Solicitud Homologacion,11614,85051,Variant 1,1,Fluxicon Disco,2016-02-10 20:17:18+00:00,89
523,531,Cancelar Solicitud,complete,19019,2016-02-11 16:59:30+00:00,Cancelar Solicitud,19019,85051,Variant 1,1,Fluxicon Disco,2016-02-11 16:55:26+00:00,11
524,533,End,complete,End,2016-02-12 11:02:36+00:00,End,End,85051,Variant 1,1,Fluxicon Disco,2016-02-12 11:02:36+00:00,5
525,532,Notificacion estudiante cancelacion soli,complete,19019,2016-02-12 11:02:36+00:00,Notificacion estudiante cancelacion soli,19019,85051,Variant 1,1,Fluxicon Disco,2016-02-12 11:02:36+00:00,11
526,534,Start,complete,Start,2016-02-10 21:35:33+00:00,Start,Start,85101,Variant 2,2,Fluxicon Disco,2016-02-10 21:35:33+00:00,0
527,535,Traer informacion estudiante - banner,complete,5064,2016-02-10 21:35:33+00:00,Traer informacion estudiante - banner,5064,85101,Variant 2,2,Fluxicon Disco,2016-02-10 21:35:33+00:00,90
528,536,Radicar Solicitud Homologacion,complete,5064,2016-02-10 22:00:54+00:00,Radicar Solicitud Homologacion,5064,85101,Variant 2,2,Fluxicon Disco,2016-02-10 21:35:37+00:00,90
529,537,Validar solicitud,complete,49,2016-02-15 23:09:42+00:00,Validar solicitud,49,85101,Variant 2,2,Fluxicon Disco,2016-02-15 22:53:08+00:00,32
530,538,Homologacion por grupo de cursos,complete,2541,2016-02-18 13:31:30+00:00,Homologacion por grupo de cursos,2541,85101,Variant 2,2,Fluxicon Disco,2016-02-18 13:28:07+00:00,81
531,539,End,complete,End,2016-02-18 13:31:30+00:00,End,End,85101,Variant 2,2,Fluxicon Disco,2016-02-18 13:31:30+00:00,5
532,540,Start,complete,Start,2016-02-11 12:52:05+00:00,Start,Start,85305,Variant 1,1,Fluxicon Disco,2016-02-11 12:52:05+00:00,0
533,541,Traer informacion estudiante - banner,complete,9449,2016-02-11 12:52:05+00:00,Traer informacion estudiante - banner,9449,85305,Variant 1,1,Fluxicon Disco,2016-02-11 12:52:05+00:00,92
534,542,Radicar Solicitud Homologacion,complete,9449,2016-02-11 12:52:13+00:00,Radicar Solicitud Homologacion,9449,85305,Variant 1,1,Fluxicon Disco,2016-02-11 12:52:06+00:00,92
535,543,Cancelar Solicitud,complete,18929,2016-02-11 14:11:26+00:00,Cancelar Solicitud,18929,85305,Variant 1,1,Fluxicon Disco,2016-02-11 13:07:34+00:00,29
536,544,Notificacion estudiante cancelacion soli,complete,18929,2016-02-23 11:08:19+00:00,Notificacion estudiante cancelacion soli,18929,85305,Variant 1,1,Fluxicon Disco,2016-02-23 11:08:19+00:00,29
537,545,End,complete,End,2016-02-23 11:08:19+00:00,End,End,85305,Variant 1,1,Fluxicon Disco,2016-02-23 11:08:19+00:00,5
