case_id,activity,resource,start_timestamp,end_timestamp
Case 593,Handle Case,Nancy,2010-03-20 15:29:00,2010-03-20 15:30:00
Case 593,Handle Case,Mathias,2010-03-21 08:36:00,2010-03-21 08:38:00
Case 593,Inbound Call,Ton,2010-04-17 16:11:00,2010-04-17 16:16:00
Case 593,Handle Case,Mathias,2010-04-18 09:44:00,2010-04-18 09:46:00
Case 593,Inbound Call,Ton,2010-04-22 16:05:00,2010-04-22 16:07:00
Case 594,Inbound Call,Irena,2010-03-21 09:01:00,2010-03-21 09:03:00
Case 595,Inbound Call,Henk,2010-03-13 09:29:00,2010-03-13 09:30:00
Case 596,Inbound Call,Christian,2010-03-25 15:17:00,2010-03-25 15:18:00
Case 597,Inbound Call,Richard,2010-03-19 09:54:00,2010-03-19 09:54:00
Case 598,Inbound Call,Nancy,2010-03-29 16:50:00,2010-03-29 16:51:00
Case 599,Inbound Call,Johan,2010-03-21 10:54:00,2010-03-21 10:57:00
Case 600,Inbound Call,Irena,2010-03-19 08:08:00,2010-03-19 08:16:00
Case 601,Inbound Email,Jochem,2010-03-03 20:00:00,2010-03-06 09:58:00
Case 601,Call Outbound,Jochem,2010-03-06 10:01:00,2010-03-06 10:02:00
Case 601,Email Outbound,Jochem,2010-03-06 10:03:00,2010-03-06 10:10:00
Case 601,Handle Email,Jochem,2010-03-06 10:10:00,2010-03-06 10:10:00
Case 602,Inbound Call,Mary,2010-03-05 08:46:00,2010-03-05 08:47:00
Case 603,Inbound Call,Karen,2010-03-04 08:46:00,2010-03-04 08:47:00
Case 604,Inbound Call,Mary,2010-03-05 08:26:00,2010-03-05 08:27:00
Case 605,Inbound Call,Steve,2010-03-04 15:06:00,2010-03-04 15:10:00
Case 606,Inbound Call,Wil,2010-03-07 09:14:00,2010-03-07 09:15:00
Case 607,Inbound Call,Johan,2010-03-05 09:01:00,2010-03-05 09:03:00
Case 608,Inbound Call,Steve,2010-03-06 16:48:00,2010-03-06 16:50:00
Case 609,Inbound Call,Henk,2010-03-18 08:34:00,2010-03-18 08:36:00
Case 610,Inbound Call,Susi,2010-03-18 09:42:00,2010-03-18 09:46:00
Case 611,Handle Email,Samuil,2010-03-07 07:24:00,2010-03-07 07:37:00
Case 611,Call Outbound,Samuil,2010-03-07 07:40:00,2010-03-07 07:41:00
Case 612,Inbound Call,Jochem,2010-03-04 15:38:00,2010-03-04 15:39:00
Case 613,Inbound Call,Michael,2010-03-25 11:11:00,2010-03-25 11:12:00
Case 613,Handle Case,Michael,2010-03-25 14:25:00,2010-03-25 14:26:00
Case 614,Inbound Call,Irena,2010-03-21 07:41:00,2010-03-21 07:45:00
Case 615,Inbound Call,Kenny,2010-03-21 11:23:00,2010-03-21 11:29:00
Case 615,Inbound Call,Ton,2010-03-21 14:28:00,2010-03-21 14:32:00
Case 616,Inbound Call,Monique,2010-03-04 15:25:00,2010-03-04 15:28:00
Case 616,Inbound Call,Ton,2010-03-04 17:52:00,2010-03-04 17:59:00
Case 617,Inbound Call,Ton,2010-03-13 16:34:00,2010-03-13 16:35:00
Case 618,Inbound Call,Karen,2010-03-14 16:29:00,2010-03-14 16:30:00
Case 619,Inbound Call,Ton,2010-03-07 16:28:00,2010-03-07 16:30:00
Case 620,Inbound Call,Erik,2010-03-08 09:41:00,2010-03-08 09:54:00
Case 621,Inbound Email,Steffi,2010-03-31 10:18:00,2010-04-03 10:27:00
Case 621,Email Outbound,Steffi,2010-04-03 10:29:00,2010-04-03 10:33:00
Case 621,Handle Email,Steffi,2010-04-03 10:33:00,2010-04-03 10:33:00
Case 622,Inbound Call,Kenny,2010-03-26 07:52:00,2010-03-26 07:55:00
Case 623,Inbound Call,Michael,2010-03-22 17:24:00,2010-03-22 17:27:00
Case 624,Inbound Call,Mathias,2010-03-05 06:25:00,2010-03-05 06:27:00
Case 625,Inbound Call,Michael,2010-03-26 11:44:00,2010-03-26 11:46:00
Case 626,Inbound Call,Richard,2010-03-28 08:20:00,2010-03-28 08:26:00
Case 627,Inbound Call,Michael,2010-03-25 16:31:00,2010-03-25 16:33:00
Case 628,Inbound Call,Jochem,2010-03-23 09:09:00,2010-03-23 09:11:00
Case 629,Inbound Call,Nancy,2010-03-22 14:10:00,2010-03-22 14:12:00
Case 630,Inbound Email,Samuil,2010-03-03 20:00:00,2010-03-05 12:29:00
Case 630,Inbound Email,Samuil,2010-03-05 12:36:00,2010-03-05 12:36:00
Case 630,Email Outbound,Samuil,2010-03-05 12:36:00,2010-03-05 12:37:00
Case 631,Inbound Call,Henk,2010-03-12 08:52:00,2010-03-12 08:53:00
Case 631,Inbound Call,David,2010-03-12 09:18:00,2010-03-12 09:20:00
Case 632,Inbound Call,Monique,2010-03-06 12:42:00,2010-03-06 12:43:00
Case 633,Inbound Call,Henk,2010-03-18 10:34:00,2010-03-18 10:35:00
Case 634,Inbound Call,Michael,2010-03-26 18:00:00,2010-03-26 18:01:00
Case 635,Inbound Call,Mary,2010-03-06 16:05:00,2010-03-06 16:06:00
Case 636,Inbound Call,Harold,2010-03-06 16:06:00,2010-03-06 16:19:00
Case 636,Inbound Call,David,2010-03-07 09:30:00,2010-03-07 09:34:00
Case 636,Handle Case,Stephanie,2010-03-07 11:52:00,2010-03-07 11:53:00
Case 637,Inbound Call,Erik,2010-03-28 07:49:00,2010-03-28 07:51:00
Case 638,Inbound Call,Kenny,2010-03-07 11:18:00,2010-03-07 11:20:00
Case 639,Inbound Email,Samuil,2010-03-19 13:55:00,2010-03-20 07:00:00
Case 639,Inbound Email,Samuil,2010-03-20 07:04:00,2010-03-20 07:04:00
Case 639,Email Outbound,Samuil,2010-03-20 07:04:00,2010-03-20 07:05:00
Case 640,Inbound Call,David,2010-03-25 08:33:00,2010-03-25 08:35:00
Case 640,Inbound Call,Mary,2010-03-25 08:39:00,2010-03-25 08:40:00
Case 641,Inbound Call,Samuil,2010-03-28 09:12:00,2010-03-28 09:12:00
Case 642,Inbound Call,Wil,2010-03-18 08:21:00,2010-03-18 08:24:00
Case 643,Inbound Email,Samuil,2010-03-27 11:18:00,2010-03-28 07:18:00
Case 643,Call Outbound,Samuil,2010-03-28 07:30:00,2010-03-28 07:31:00
Case 643,Inbound Email,Samuil,2010-03-28 07:43:00,2010-03-28 07:43:00
Case 643,Call Outbound,Samuil,2010-03-28 07:43:00,2010-03-28 07:43:00
Case 644,Inbound Call,Irena,2010-03-18 08:02:00,2010-03-18 08:04:00
Case 645,Inbound Call,Mary,2010-03-11 09:00:00,2010-03-11 09:02:00
Case 645,Inbound Call,Irena,2010-03-11 09:04:00,2010-03-11 09:05:00
Case 646,Inbound Call,Samuil,2010-03-09 08:51:00,2010-03-09 09:07:00
Case 646,Inbound Call,Nancy,2010-03-09 14:02:00,2010-03-09 14:10:00
Case 646,Handle Case,Harold,2010-03-09 14:35:00,2010-03-09 14:36:00
Case 646,Handle Case,David,2010-03-11 07:49:00,2010-03-11 07:49:00
Case 646,Call Outbound,David,2010-04-04 14:19:00,2010-04-04 14:19:00
Case 646,Call Outbound,David,2010-04-05 08:30:00,2010-04-05 08:33:00
Case 647,Inbound Call,Irena,2010-03-13 12:23:00,2010-03-13 12:25:00
Case 648,Inbound Call,Karen,2010-03-19 16:03:00,2010-03-19 16:04:00
Case 649,Inbound Call,Wil,2010-03-06 07:45:00,2010-03-06 07:47:00
Case 650,Inbound Call,Johan,2010-03-02 07:58:00,2010-03-02 08:12:00
Case 651,Inbound Call,Michael,2010-03-28 16:14:00,2010-03-28 16:16:00
Case 651,Handle Case,Michael,2010-03-28 16:16:00,2010-03-28 16:17:00
Case 652,Inbound Call,Susi,2010-03-30 08:36:00,2010-03-30 08:43:00
Case 652,Inbound Call,Anne,2010-04-03 17:57:00,2010-04-03 18:00:00
Case 653,Inbound Call,Erik,2010-03-08 11:04:00,2010-03-08 11:06:00
Case 654,Inbound Call,Richard,2010-03-25 12:50:00,2010-03-25 12:59:00
Case 655,Inbound Call,Richard,2010-03-08 06:31:00,2010-03-08 06:40:00
Case 656,Inbound Call,Monique,2010-03-18 17:14:00,2010-03-18 17:16:00
Case 657,Inbound Call,Susi,2010-03-19 08:46:00,2010-03-19 08:49:00
Case 658,Inbound Call,Jochem,2010-03-05 15:32:00,2010-03-05 15:41:00
Case 658,Inbound Call,Clark,2010-04-15 09:19:00,2010-04-15 09:22:00
Case 659,Inbound Email,Jochem,2010-03-20 18:40:00,2010-03-21 11:40:00
Case 659,Call Outbound,Jochem,2010-03-21 11:41:00,2010-03-21 11:43:00
Case 659,Email Outbound,Jochem,2010-03-21 12:06:00,2010-03-21 12:14:00
Case 659,Email Outbound,Jochem,2010-03-21 12:14:00,2010-03-21 12:15:00
Case 660,Inbound Call,Ton,2010-03-05 14:14:00,2010-03-05 14:18:00
Case 661,Inbound Call,Steve,2010-03-06 16:09:00,2010-03-06 16:10:00
Case 662,Inbound Email,Samuil,2010-03-13 09:49:00,2010-03-18 06:44:00
Case 662,Email Outbound,Samuil,2010-03-18 06:46:00,2010-03-18 06:49:00
Case 662,Handle Email,Samuil,2010-03-18 06:49:00,2010-03-18 06:49:00
Case 662,Inbound Email,Steffi,2010-03-18 10:58:00,2010-03-19 13:16:00
Case 662,Email Outbound,Steffi,2010-03-19 13:25:00,2010-03-19 13:31:00
Case 662,Email Outbound,Steffi,2010-03-19 13:31:00,2010-03-19 13:32:00
Case 662,Inbound Email,Jochem,2010-03-29 12:23:00,2010-04-01 15:00:00
Case 662,Handle Email,Jochem,2010-04-01 15:00:00,2010-04-01 15:03:00
Case 662,Email Outbound,Jochem,2010-04-01 15:03:00,2010-04-01 15:04:00
Case 662,Handle Email,Jochem,2010-04-01 15:04:00,2010-04-01 15:04:00
Case 662,Inbound Email,Jochem,2010-04-01 15:19:00,2010-04-04 10:49:00
Case 662,Email Outbound,Jochem,2010-04-04 10:54:00,2010-04-04 10:57:00
Case 662,Email Outbound,Jochem,2010-04-04 10:57:00,2010-04-04 10:58:00
Case 663,Inbound Call,Clark,2010-03-16 09:44:00,2010-03-16 09:50:00
Case 663,Inbound Call,Wil,2010-03-18 11:12:00,2010-03-18 11:16:00
Case 663,Handle Case,Mathias,2010-03-19 07:14:00,2010-03-19 07:17:00
Case 663,Inbound Call,Johan,2010-03-25 10:41:00,2010-03-25 10:44:00
Case 663,Inbound Call,Ton,2010-03-28 18:02:00,2010-03-28 18:04:00
Case 663,Inbound Call,Clark,2010-04-03 15:15:00,2010-04-03 15:21:00
Case 664,Inbound Call,Monique,2010-03-18 17:23:00,2010-03-18 17:25:00
Case 665,Inbound Call,Irena,2010-03-21 09:09:00,2010-03-21 09:14:00
Case 666,Inbound Email,Jochem,2010-03-22 21:45:00,2010-03-25 11:50:00
Case 666,Email Outbound,Jochem,2010-03-25 11:52:00,2010-03-25 11:55:00
Case 666,Handle Email,Jochem,2010-03-25 11:55:00,2010-03-25 11:55:00
Case 667,Inbound Call,Nancy,2010-03-18 17:19:00,2010-03-18 17:21:00
Case 668,Inbound Call,Michael,2010-03-29 15:40:00,2010-03-29 15:42:00
Case 669,Inbound Email,Samuil,2010-03-06 15:19:00,2010-03-08 10:31:00
Case 669,Inbound Email,Samuil,2010-03-08 10:33:00,2010-03-08 10:33:00
Case 669,Call Outbound,Samuil,2010-03-08 10:33:00,2010-03-08 10:33:00
Case 669,Call Outbound,Samuil,2010-03-13 10:35:00,2010-03-13 10:37:00
Case 669,Call Outbound,Samuil,2010-03-14 11:17:00,2010-03-14 11:31:00
Case 669,Email Outbound,Samuil,2010-03-14 11:33:00,2010-03-14 11:34:00
Case 669,Call Outbound,Steffi,2010-03-18 16:23:00,2010-03-18 16:23:00
Case 669,Call Outbound,Steffi,2010-03-18 16:27:00,2010-03-18 16:28:00
Case 669,Handle Case,Steffi,2010-03-18 17:29:00,2010-03-18 17:32:00
Case 670,Inbound Call,Susi,2010-03-21 07:23:00,2010-03-21 07:31:00
Case 671,Inbound Call,Christian,2010-03-29 16:55:00,2010-03-29 17:16:00
Case 672,Inbound Call,Wil,2010-03-28 16:01:00,2010-03-28 16:05:00
Case 673,Inbound Call,Fred,2010-03-26 09:58:00,2010-03-26 10:07:00
Case 673,Inbound Call,Richard,2010-03-26 11:09:00,2010-03-26 11:17:00
Case 674,Inbound Call,Maja,2010-03-14 09:48:00,2010-03-14 09:51:00
Case 675,Inbound Call,Clark,2010-03-15 13:23:00,2010-03-15 13:31:00
Case 675,Handle Case,Mathias,2010-03-18 07:56:00,2010-03-18 07:58:00
Case 676,Inbound Call,Karen,2010-03-25 11:07:00,2010-03-25 11:09:00
Case 677,Inbound Call,Erik,2010-03-06 10:59:00,2010-03-06 11:01:00
Case 678,Inbound Call,Wil,2010-03-29 14:35:00,2010-03-29 14:40:00
Case 679,Inbound Call,Henk,2010-03-26 09:29:00,2010-03-26 09:30:00
Case 679,Inbound Call,Wil,2010-03-26 09:40:00,2010-03-26 09:41:00
Case 679,Inbound Call,Helen,2010-03-27 10:01:00,2010-03-27 10:05:00
Case 680,Inbound Call,Karen,2010-03-19 08:46:00,2010-03-19 08:48:00
Case 681,Inbound Call,Anne,2010-03-14 17:35:00,2010-03-14 17:40:00
Case 681,Inbound Call,Wil,2010-03-15 08:26:00,2010-03-15 08:31:00
Case 681,Handle Case,Steve,2010-03-15 16:51:00,2010-03-15 16:57:00
Case 681,Inbound Call,Susi,2010-03-19 10:35:00,2010-03-19 10:42:00
Case 681,Handle Case,Wil,2010-03-19 14:53:00,2010-03-19 14:53:00
Case 682,Inbound Call,Monique,2010-03-29 16:07:00,2010-03-29 16:10:00
Case 682,Email Outbound,Monique,2010-04-03 17:13:00,2010-04-03 17:13:00
Case 682,Email Outbound,Monique,2010-04-03 17:20:00,2010-04-03 17:21:00
Case 683,Inbound Call,Ton,2010-03-26 13:16:00,2010-03-26 13:41:00
Case 683,Handle Case,Ton,2010-03-26 14:41:00,2010-03-26 14:43:00
Case 684,Inbound Call,Christian,2010-03-19 14:15:00,2010-03-19 14:17:00
Case 685,Inbound Email,Samuil,2010-03-27 07:40:00,2010-03-27 14:21:00
Case 685,Email Outbound,Samuil,2010-03-27 14:22:00,2010-03-27 14:23:00
Case 685,Handle Email,Samuil,2010-03-27 14:23:00,2010-03-27 14:23:00
Case 686,Inbound Call,Christian,2010-03-25 13:36:00,2010-03-25 13:38:00
Case 687,Inbound Call,Maja,2010-03-07 12:20:00,2010-03-07 12:22:00
Case 688,Inbound Email,Jochem,2010-03-05 10:02:00,2010-03-07 10:13:00
Case 688,Handle Email,Jochem,2010-03-07 10:18:00,2010-03-07 13:35:00
Case 688,Call Outbound,Jochem,2010-03-07 13:38:00,2010-03-07 13:40:00
Case 688,Email Outbound,Jochem,2010-03-07 13:40:00,2010-03-07 13:44:00
Case 688,Handle Case,Jochem,2010-03-07 13:44:00,2010-03-07 13:44:00
Case 689,Handle Email,Jochem,2010-04-03 13:42:00,2010-04-03 13:43:00
Case 689,Handle Email,Jochem,2010-04-03 13:47:00,2010-04-03 13:47:00
Case 690,Inbound Call,Clark,2010-03-15 16:58:00,2010-03-15 17:02:00
Case 690,Inbound Call,Barbara,2010-03-15 17:07:00,2010-03-15 17:07:00
Case 691,Inbound Call,Johan,2010-03-18 12:07:00,2010-03-18 12:09:00
Case 692,Inbound Call,Richard,2010-03-11 08:53:00,2010-03-11 09:00:00
Case 693,Inbound Call,Christian,2010-03-20 10:00:00,2010-03-20 10:01:00
Case 694,Inbound Call,Anne,2010-03-25 12:39:00,2010-03-25 12:41:00
Case 695,Inbound Call,Wil,2010-03-06 14:20:00,2010-03-06 14:24:00
Case 696,Inbound Call,Steve,2010-03-20 17:44:00,2010-03-20 17:47:00
Case 697,Inbound Call,Susi,2010-03-27 11:34:00,2010-03-27 11:39:00
Case 697,Inbound Call,Anne,2010-04-12 11:11:00,2010-04-12 11:14:00
Case 698,Inbound Call,Richard,2010-03-11 12:49:00,2010-03-11 12:51:00
Case 699,Inbound Email,Jochem,2010-03-02 22:20:00,2010-03-05 13:55:00
Case 699,Call Outbound,Jochem,2010-03-05 13:56:00,2010-03-05 13:58:00
Case 699,Call Outbound,Jochem,2010-03-06 13:15:00,2010-03-06 13:20:00
Case 699,Handle Email,Jochem,2010-03-06 13:20:00,2010-03-06 13:20:00
Case 700,Inbound Call,Samuil,2010-03-15 06:38:00,2010-03-15 06:39:00
Case 701,Inbound Call,Erik,2010-03-28 07:32:00,2010-03-28 07:35:00
Case 702,Inbound Call,Michael,2010-03-26 15:54:00,2010-03-26 16:01:00
Case 702,Inbound Call,Harold,2010-03-26 17:38:00,2010-03-26 17:39:00
Case 702,Handle Case,David,2010-03-27 10:20:00,2010-03-27 10:20:00
Case 702,Call Outbound,Karen,2010-04-17 14:15:00,2010-04-17 14:17:00
Case 703,Inbound Call,Clark,2010-03-29 17:13:00,2010-03-29 17:16:00
Case 704,Inbound Call,Michael,2010-03-07 17:13:00,2010-03-07 17:16:00
Case 704,Handle Case,Harold,2010-03-09 14:19:00,2010-03-09 14:21:00
Case 704,Handle Case,David,2010-03-11 07:46:00,2010-03-11 07:47:00
Case 704,Call Outbound,David,2010-04-04 14:13:00,2010-04-04 14:15:00
Case 705,Inbound Email,Steffi,2010-03-28 16:13:00,2010-04-01 11:21:00
Case 705,Email Outbound,Steffi,2010-04-01 11:26:00,2010-04-01 11:39:00
Case 705,Email Outbound,Steffi,2010-04-01 11:39:00,2010-04-01 11:40:00
Case 706,Inbound Call,Ton,2010-03-07 17:20:00,2010-03-07 17:29:00
Case 706,Inbound Call,Anne,2010-04-04 15:52:00,2010-04-04 15:56:00
Case 707,Inbound Call,Henk,2010-03-11 11:39:00,2010-03-11 11:40:00
Case 707,Inbound Call,Wil,2010-03-11 11:44:00,2010-03-11 11:45:00
Case 708,Inbound Call,Susi,2010-03-21 07:38:00,2010-03-21 07:41:00
Case 709,Inbound Call,Anne,2010-03-29 15:39:00,2010-03-29 15:41:00
Case 710,Inbound Call,Steffi,2010-03-25 16:16:00,2010-03-25 16:22:00
Case 711,Inbound Call,Susi,2010-03-08 09:43:00,2010-03-08 09:56:00
Case 712,Inbound Call,Mary,2010-03-06 16:12:00,2010-03-06 16:14:00
Case 712,Inbound Call,Anne,2010-03-06 16:19:00,2010-03-06 16:23:00
Case 712,Handle Case,Mathias,2010-03-07 07:35:00,2010-03-07 07:36:00
Case 712,Inbound Call,Wil,2010-03-07 13:23:00,2010-03-07 13:23:00
Case 713,Inbound Call,Karen,2010-03-25 11:17:00,2010-03-25 11:18:00
Case 714,Inbound Call,Steve,2010-03-12 16:36:00,2010-03-12 16:42:00
Case 715,Inbound Call,Kenny,2010-03-14 07:41:00,2010-03-14 07:43:00
Case 716,Inbound Call,Johan,2010-03-15 10:08:00,2010-03-15 10:09:00
Case 717,Inbound Call,Ton,2010-03-29 11:56:00,2010-03-29 12:13:00
Case 717,Handle Case,Ton,2010-04-02 13:57:00,2010-04-02 13:58:00
Case 718,Inbound Call,Clark,2010-03-04 15:39:00,2010-03-04 15:40:00
Case 719,Inbound Call,Ton,2010-03-21 16:08:00,2010-03-21 16:12:00
Case 720,Inbound Call,Kenny,2010-03-07 11:57:00,2010-03-07 12:00:00
Case 721,Inbound Call,Samuil,2010-03-04 13:18:00,2010-03-04 13:20:00
Case 722,Inbound Call,Christian,2010-03-14 14:48:00,2010-03-14 14:49:00
Case 723,Inbound Call,Monique,2010-03-05 12:43:00,2010-03-05 12:45:00
Case 724,Inbound Call,Monique,2010-03-25 17:41:00,2010-03-25 17:42:00
Case 724,Inbound Call,Patrick,2010-04-18 14:05:00,2010-04-18 14:06:00
Case 725,Inbound Call,Christian,2010-03-09 10:16:00,2010-03-09 10:17:00
Case 726,Inbound Call,Anne,2010-03-05 17:19:00,2010-03-05 17:22:00
Case 727,Inbound Call,Johan,2010-03-13 10:48:00,2010-03-13 10:51:00
Case 728,Inbound Call,Christian,2010-03-27 13:16:00,2010-03-27 13:22:00
Case 728,Inbound Call,Harold,2010-03-27 13:24:00,2010-03-27 13:31:00
Case 728,Inbound Call,Monique,2010-03-27 13:33:00,2010-03-27 13:44:00
Case 728,Handle Case,Monique,2010-03-29 13:43:00,2010-03-29 13:45:00
Case 728,Call Outbound,Monique,2010-04-02 14:03:00,2010-04-02 14:04:00
Case 729,Inbound Call,Maja,2010-03-21 09:32:00,2010-03-21 09:32:00
Case 730,Inbound Call,Clark,2010-03-26 13:30:00,2010-03-26 13:32:00
Case 731,Inbound Call,Nancy,2010-03-25 15:13:00,2010-03-25 15:28:00
Case 731,Handle Case,Nancy,2010-03-27 12:40:00,2010-03-27 12:42:00
Case 732,Inbound Call,Ton,2010-03-21 15:44:00,2010-03-21 15:45:00
Case 733,Inbound Call,Ton,2010-03-13 17:46:00,2010-03-13 18:02:00
Case 733,Handle Case,Marianne,2010-03-14 07:21:00,2010-03-14 07:29:00
Case 733,Inbound Call,Ton,2010-03-14 12:06:00,2010-03-14 12:14:00
Case 733,Inbound Call,Ton,2010-03-14 16:49:00,2010-03-14 16:56:00
Case 733,Inbound Call,Monique,2010-03-15 17:23:00,2010-03-15 17:24:00
Case 733,Inbound Call,Steve,2010-03-18 17:40:00,2010-03-18 17:45:00
Case 734,Inbound Email,Jochem,2010-03-26 21:42:00,2010-03-28 12:11:00
Case 734,Call Outbound,Jochem,2010-03-28 12:17:00,2010-03-28 12:27:00
Case 734,Handle Case,Jochem,2010-03-28 12:27:00,2010-03-28 12:32:00
Case 734,Call Outbound,Jochem,2010-03-28 12:32:00,2010-03-28 12:32:00
Case 734,Inbound Email,Jochem,2010-03-28 12:37:00,2010-03-28 12:37:00
Case 734,Email Outbound,Mariska,2010-04-02 13:13:00,2010-04-02 13:13:00
Case 734,Inbound Email,Mariska,2010-04-02 13:14:00,2010-04-02 13:14:00
Case 734,Handle Email,Mariska,2010-04-02 13:19:00,2010-04-02 13:26:00
Case 734,Handle Case,Tea,2010-04-03 14:19:00,2010-04-03 14:22:00
Case 734,Handle Case,Mariska,2010-04-04 09:43:00,2010-04-04 09:44:00
Case 734,Call Outbound,Jochem,2010-04-04 13:27:00,2010-04-04 13:30:00
Case 734,Call Outbound,Jochem,2010-04-04 13:40:00,2010-04-04 13:40:00
Case 734,Call Outbound,Jochem,2010-04-05 13:16:00,2010-04-05 13:18:00
Case 734,Inbound Email,Mariska,2010-04-06 09:01:00,2010-04-09 06:33:00
Case 734,Handle Case,Mariska,2010-04-09 06:33:00,2010-04-09 06:37:00
Case 734,Handle Email,Mariska,2010-04-09 06:38:00,2010-04-09 06:38:00
Case 734,Handle Case,Jochem,2010-04-09 06:39:00,2010-04-09 06:40:00
Case 735,Inbound Call,Michael,2010-03-04 10:38:00,2010-03-04 10:41:00
Case 736,Inbound Email,Mary,2010-03-29 10:11:00,2010-04-01 12:03:00
Case 736,Handle Case,Mary,2010-04-01 12:21:00,2010-04-01 13:40:00
Case 736,Call Outbound,Mary,2010-04-01 13:45:00,2010-04-01 13:46:00
Case 736,Inbound Email,Mary,2010-04-01 13:50:00,2010-04-01 13:50:00
Case 736,Call Outbound,Mary,2010-04-01 13:50:00,2010-04-01 13:50:00
Case 737,Inbound Call,Irena,2010-03-04 09:00:00,2010-03-04 09:03:00
Case 738,Inbound Call,Samuil,2010-03-29 06:23:00,2010-03-29 06:27:00
Case 739,Inbound Email,Susi,2010-03-17 20:06:00,2010-03-18 07:45:00
Case 739,Handle Email,Susi,2010-03-18 07:45:00,2010-03-18 07:48:00
Case 739,Email Outbound,Susi,2010-03-18 07:48:00,2010-03-18 07:50:00
Case 740,Inbound Call,Henk,2010-03-18 10:37:00,2010-03-18 10:38:00
Case 741,Inbound Call,Ton,2010-03-05 12:19:00,2010-03-05 12:20:00
Case 742,Inbound Call,Maja,2010-03-15 07:33:00,2010-03-15 07:34:00
Case 743,Inbound Email,Samuil,2010-03-05 16:16:00,2010-03-07 13:10:00
Case 743,Call Outbound,Samuil,2010-03-07 13:15:00,2010-03-07 13:16:00
Case 743,Inbound Email,Samuil,2010-03-07 13:21:00,2010-03-07 13:21:00
Case 743,Call Outbound,Samuil,2010-03-08 12:33:00,2010-03-08 12:33:00
Case 743,Call Outbound,Samuil,2010-03-12 11:48:00,2010-03-12 11:50:00
Case 743,Call Outbound,Samuil,2010-03-12 11:52:00,2010-03-12 11:52:00
Case 743,Inbound Call,Mary,2010-03-26 09:36:00,2010-03-26 09:40:00
Case 743,Inbound Call,Samuil,2010-03-26 09:41:00,2010-03-26 09:48:00
Case 743,Inbound Call,Harold,2010-04-02 17:43:00,2010-04-02 17:52:00
Case 743,Handle Case,Harold,2010-04-02 17:52:00,2010-04-02 17:52:00
Case 743,Handle Case,David,2010-04-03 09:46:00,2010-04-03 09:47:00
Case 743,Call Outbound,Karen,2010-04-25 14:14:00,2010-04-25 14:16:00
Case 744,Inbound Call,Monique,2010-03-27 17:14:00,2010-03-27 17:14:00
Case 744,Call Outbound,Monique,2010-03-27 17:18:00,2010-03-27 17:19:00
Case 744,Call Outbound,Monique,2010-04-11 12:38:00,2010-04-11 12:39:00
Case 744,Inbound Call,Wil,2010-04-25 15:11:00,2010-04-25 15:16:00
Case 745,Inbound Call,Fred,2010-03-29 07:37:00,2010-03-29 07:50:00
Case 746,Inbound Call,Samuil,2010-03-12 08:48:00,2010-03-12 09:03:00
Case 746,Inbound Call,Irena,2010-03-14 09:08:00,2010-03-14 09:11:00
Case 746,Inbound Call,Clark,2010-03-14 15:58:00,2010-03-14 15:58:00
Case 747,Inbound Call,Irena,2010-03-04 10:50:00,2010-03-04 10:52:00
Case 748,Inbound Call,Ton,2010-03-26 15:40:00,2010-03-26 15:52:00
Case 749,Inbound Call,Richard,2010-03-05 10:28:00,2010-03-05 10:29:00
Case 750,Inbound Call,Monique,2010-03-27 17:02:00,2010-03-27 17:04:00
Case 751,Inbound Call,Karen,2010-03-25 10:49:00,2010-03-25 10:56:00
Case 752,Inbound Call,Wil,2010-03-25 11:49:00,2010-03-25 11:52:00
Case 753,Inbound Call,Harold,2010-03-18 17:21:00,2010-03-18 17:25:00
Case 753,Handle Case,Harold,2010-03-19 09:36:00,2010-03-19 09:38:00
Case 754,Inbound Call,Christian,2010-03-28 15:55:00,2010-03-28 15:57:00
Case 754,Inbound Call,Wil,2010-04-10 15:10:00,2010-04-10 15:15:00
Case 755,Inbound Call,Henk,2010-03-12 10:40:00,2010-03-12 10:42:00
Case 756,Handle Email,Mary,2010-03-08 12:17:00,2010-03-08 12:19:00
Case 756,Call Outbound,Mary,2010-03-08 12:19:00,2010-03-08 12:20:00
Case 757,Inbound Call,Mary,2010-03-21 11:21:00,2010-03-21 11:25:00
Case 757,Handle Case,Mary,2010-03-26 11:09:00,2010-03-26 11:12:00
Case 758,Inbound Call,Fred,2010-03-25 08:43:00,2010-03-25 08:48:00
Case 758,Inbound Call,Fred,2010-03-25 09:51:00,2010-03-25 09:52:00
Case 759,Inbound Email,Mary,2010-03-06 17:51:00,2010-03-08 10:04:00
Case 759,Email Outbound,Mary,2010-03-08 10:08:00,2010-03-08 10:10:00
Case 759,Handle Email,Mary,2010-03-08 10:10:00,2010-03-08 10:10:00
Case 760,Inbound Call,Wil,2010-03-04 11:31:00,2010-03-04 11:32:00
Case 761,Inbound Call,Helen,2010-03-25 07:46:00,2010-03-25 07:59:00
Case 762,Inbound Call,Irena,2010-03-22 09:27:00,2010-03-22 09:30:00
Case 763,Inbound Call,Christian,2010-03-26 13:31:00,2010-03-26 13:32:00
Case 764,Inbound Call,Samuil,2010-03-18 09:36:00,2010-03-18 09:37:00
Case 765,Inbound Call,Erik,2010-03-22 07:46:00,2010-03-22 07:50:00
Case 766,Inbound Call,Erik,2010-03-07 07:48:00,2010-03-07 07:51:00
Case 767,Inbound Email,Samuil,2010-03-11 18:09:00,2010-03-13 08:51:00
