case_id,resource,activity,start_time,end_time
299,Loan Officer-000003,Design loan offer,2023-03-09 12:18:00.282,2023-03-09 12:23:16.261
301,Clerk-000007,Reject application,2023-03-09 12:15:30.823,2023-03-09 12:25:30.823
306,Clerk-000006,Check application form completeness,2023-03-09 12:12:17.211,2023-03-09 12:26:59.058
302,Loan Officer-000002,Assess loan risk,2023-03-09 12:15:30.823,2023-03-09 12:35:30.823
305,Clerk-000003,Check application form completeness,2023-03-09 11:57:48.142,2023-03-09 12:40:04.786
303,Senior Officer-000001,Approve loan offer,2023-03-09 12:20:35.585,2023-03-09 12:40:35.585
298,Senior Officer-000002,Approve loan offer,2023-03-09 12:22:31.721,2023-03-09 12:42:31.721
302,Clerk-000004,Reject application,2023-03-09 12:35:30.823,2023-03-09 12:45:30.823
303,Clerk-000008,Approve application,2023-03-09 12:40:35.585,2023-03-09 12:45:35.585
298,Clerk-000002,Cancel application,2023-03-09 12:42:31.721,2023-03-09 12:47:31.721
306,Appraiser-000002,Appraise property,2023-03-09 12:26:59.058,2023-03-09 12:53:56.607
299,Senior Officer-000001,Approve loan offer,2023-03-09 12:40:35.585,2023-03-09 13:00:35.585
305,Clerk-000005,Check credit history,2023-03-09 12:40:04.786,2023-03-09 13:02:50.058
299,Clerk-000007,Approve application,2023-03-09 13:00:35.585,2023-03-09 13:05:35.585
305,Appraiser-000002,Appraise property,2023-03-09 12:53:56.607,2023-03-09 13:08:58.995
304,Appraiser-000001,Appraise property,2023-03-09 11:57:50.550,2023-03-09 13:10:47.064
300,AML Investigator-000002,AML check,2023-03-09 11:58:00.282,2023-03-09 13:14:47.124
306,Clerk-000001,Check credit history,2023-03-09 12:26:59.058,2023-03-09 13:24:03.640
305,AML Investigator-000002,AML check,2023-03-09 13:14:47.124,2023-03-09 13:25:55.795
304,Loan Officer-000004,Assess loan risk,2023-03-09 13:10:47.064,2023-03-09 13:30:47.064
300,Loan Officer-000001,Assess loan risk,2023-03-09 13:14:47.124,2023-03-09 13:34:47.124
304,Clerk-000006,Reject application,2023-03-09 13:30:47.064,2023-03-09 13:40:47.064
305,Loan Officer-000003,Assess loan risk,2023-03-09 13:25:55.795,2023-03-09 13:45:55.795
306,AML Investigator-000001,AML check,2023-03-09 12:26:59.058,2023-03-09 13:51:51.566
300,Loan Officer-000002,Design loan offer,2023-03-09 13:34:47.124,2023-03-09 13:53:10.808
305,Loan Officer-000004,Design loan offer,2023-03-09 13:45:55.795,2023-03-09 13:55:06.634
306,Loan Officer-000001,Assess loan risk,2023-03-09 13:51:51.566,2023-03-09 14:11:51.566
300,Senior Officer-000002,Approve loan offer,2023-03-09 13:53:10.808,2023-03-09 14:13:10.808
305,Senior Officer-000001,Approve loan offer,2023-03-09 13:55:06.634,2023-03-09 14:15:06.634
306,Loan Officer-000003,Design loan offer,2023-03-09 14:11:51.566,2023-03-09 14:16:37.573
300,Clerk-000004,Approve application,2023-03-09 14:13:10.808,2023-03-09 14:18:10.808
305,Clerk-000008,Cancel application,2023-03-09 14:15:06.634,2023-03-09 14:20:06.634
307,Clerk-000003,Check application form completeness,2023-03-09 13:40:00.885,2023-03-09 14:29:33.145
306,Senior Officer-000002,Approve loan offer,2023-03-09 14:16:37.573,2023-03-09 14:36:37.573
307,Clerk-000005,Check credit history,2023-03-09 14:29:33.145,2023-03-09 14:41:30.436
306,Clerk-000007,Approve application,2023-03-09 14:36:37.573,2023-03-09 14:41:37.573
307,AML Investigator-000002,AML check,2023-03-09 14:29:33.145,2023-03-09 14:44:34.998
307,Appraiser-000002,Appraise property,2023-03-09 14:29:33.145,2023-03-09 14:45:45.480
307,Loan Officer-000002,Assess loan risk,2023-03-09 14:45:45.480,2023-03-10 07:05:45.480
307,Loan Officer-000004,Design loan offer,2023-03-10 07:05:45.480,2023-03-10 07:11:56.711
308,Clerk-000002,Check application form completeness,2023-03-09 14:25:43.479,2023-03-10 07:31:00.016
307,Senior Officer-000001,Approve loan offer,2023-03-10 07:11:56.711,2023-03-10 07:31:56.711
307,Clerk-000004,Cancel application,2023-03-10 07:31:56.711,2023-03-10 07:36:56.711
309,Clerk-000001,Check application form completeness,2023-03-10 07:22:25.489,2023-03-10 08:04:02.096
311,Clerk-000005,Check application form completeness,2023-03-10 08:05:10.421,2023-03-10 08:06:12.098
308,Clerk-000006,Check credit history,2023-03-10 07:31:00.016,2023-03-10 08:07:21.189
309,Appraiser-000002,Appraise property,2023-03-10 08:04:02.096,2023-03-10 08:11:14.606
309,Clerk-000003,Check credit history,2023-03-10 08:04:02.096,2023-03-10 08:11:22.766
314,Clerk-000001,Check application form completeness,2023-03-10 08:18:52.603,2023-03-10 08:23:45.847
315,Clerk-000005,Check application form completeness,2023-03-10 08:22:51.012,2023-03-10 08:26:45.650
310,Clerk-000008,Check application form completeness,2023-03-10 08:01:43.926,2023-03-10 08:30:38.608
312,Clerk-000002,Check application form completeness,2023-03-10 08:11:57.107,2023-03-10 08:33:24.265
311,Appraiser-000002,Appraise property,2023-03-10 08:11:14.606,2023-03-10 08:37:44.937
308,AML Investigator-000001,AML check,2023-03-10 07:31:00.016,2023-03-10 08:45:12.463
313,Clerk-000004,Check application form completeness,2023-03-10 08:13:34.614,2023-03-10 08:46:21.573
310,Clerk-000001,Check credit history,2023-03-10 08:30:38.608,2023-03-10 08:53:09.024
313,Clerk-000008,Check credit history,2023-03-10 08:46:21.573,2023-03-10 09:01:29.395
310,Appraiser-000002,Appraise property,2023-03-10 08:37:44.937,2023-03-10 09:05:46.478
310,AML Investigator-000001,AML check,2023-03-10 08:45:12.463,2023-03-10 09:13:28.387
312,Clerk-000005,Check credit history,2023-03-10 08:33:24.265,2023-03-10 09:16:42.606
309,AML Investigator-000002,AML check,2023-03-10 08:04:02.096,2023-03-10 09:17:09.429
308,Appraiser-000001,Appraise property,2023-03-10 07:31:00.016,2023-03-10 09:18:48.835
312,Appraiser-000002,Appraise property,2023-03-10 09:05:46.478,2023-03-10 09:20:04.687
314,Appraiser-000002,Appraise property,2023-03-10 09:20:04.687,2023-03-10 09:25:27.613
310,Loan Officer-000001,Assess loan risk,2023-03-10 09:13:28.387,2023-03-10 09:33:28.387
317,Clerk-000004,Check application form completeness,2023-03-10 09:28:17.987,2023-03-10 09:33:39.544
318,Clerk-000001,Check application form completeness,2023-03-10 09:29:07.583,2023-03-10 09:34:14.295
311,Clerk-000007,Check credit history,2023-03-10 08:06:12.098,2023-03-10 09:35:57.228
309,Loan Officer-000003,Assess loan risk,2023-03-10 09:17:09.429,2023-03-10 09:37:09.429
308,Loan Officer-000002,Assess loan risk,2023-03-10 09:18:48.835,2023-03-10 09:38:48.835
318,Clerk-000005,Check credit history,2023-03-10 09:34:14.295,2023-03-10 09:42:35.874
310,Loan Officer-000004,Design loan offer,2023-03-10 09:33:28.387,2023-03-10 09:42:47.061
309,Loan Officer-000001,Design loan offer,2023-03-10 09:37:09.429,2023-03-10 09:43:01.678
308,Clerk-000004,Reject application,2023-03-10 09:38:48.835,2023-03-10 09:48:48.835
312,AML Investigator-000002,AML check,2023-03-10 09:17:09.429,2023-03-10 09:55:39.575
313,Appraiser-000001,Appraise property,2023-03-10 09:18:48.835,2023-03-10 10:01:05.720
316,Clerk-000002,Check application form completeness,2023-03-10 09:14:01.388,2023-03-10 10:02:40.578
310,Senior Officer-000002,Approve loan offer,2023-03-10 09:42:47.061,2023-03-10 10:02:47.061
309,Senior Officer-000001,Approve loan offer,2023-03-10 09:43:01.678,2023-03-10 10:03:01.678
317,Clerk-000008,Check credit history,2023-03-10 09:33:39.544,2023-03-10 10:07:39.467
310,Clerk-000005,Cancel application,2023-03-10 10:02:47.061,2023-03-10 10:07:47.061
309,Clerk-000004,Approve application,2023-03-10 10:03:01.678,2023-03-10 10:08:01.678
319,Clerk-000001,Check application form completeness,2023-03-10 09:44:13.212,2023-03-10 10:08:35.478
315,Clerk-000003,Check credit history,2023-03-10 08:26:45.650,2023-03-10 10:12:00.197
314,Clerk-000006,Check credit history,2023-03-10 08:23:45.847,2023-03-10 10:13:10.602
312,Loan Officer-000003,Assess loan risk,2023-03-10 09:55:39.575,2023-03-10 10:15:39.575
316,Clerk-000007,Check credit history,2023-03-10 10:02:40.578,2023-03-10 10:17:38.340
312,Clerk-000005,Reject application,2023-03-10 10:15:39.575,2023-03-10 10:25:39.575
319,Clerk-000008,Check credit history,2023-03-10 10:08:35.478,2023-03-10 10:37:33.221
315,Appraiser-000002,Appraise property,2023-03-10 09:25:27.613,2023-03-10 10:39:17.431
313,AML Investigator-000002,AML check,2023-03-10 09:55:39.575,2023-03-10 10:44:15.708
314,AML Investigator-000002,AML check,2023-03-10 10:44:15.708,2023-03-10 11:02:33.544
313,Loan Officer-000002,Assess loan risk,2023-03-10 10:44:15.708,2023-03-10 11:04:15.708
313,Clerk-000001,Reject application,2023-03-10 11:04:15.708,2023-03-10 11:14:15.708
314,Loan Officer-000004,Assess loan risk,2023-03-10 11:02:33.544,2023-03-10 11:22:33.544
320,Clerk-000002,Check application form completeness,2023-03-10 10:03:12.584,2023-03-10 11:22:37.941
316,Appraiser-000002,Appraise property,2023-03-10 10:39:17.431,2023-03-10 11:23:24.961
322,Clerk-000003,Check application form completeness,2023-03-10 11:05:09.104,2023-03-10 11:25:55.736
317,Appraiser-000001,Appraise property,2023-03-10 10:01:05.720,2023-03-10 11:26:43.665
314,Loan Officer-000001,Design loan offer,2023-03-10 11:22:33.544,2023-03-10 11:32:17.388
320,Clerk-000006,Check credit history,2023-03-10 11:22:37.941,2023-03-10 11:36:46.806
321,Clerk-000004,Check application form completeness,2023-03-10 11:03:06.913,2023-03-10 11:38:29.885
314,Senior Officer-000002,Approve loan offer,2023-03-10 11:32:17.388,2023-03-10 11:52:17.388
311,AML Investigator-000001,AML check,2023-03-10 09:13:28.387,2023-03-10 11:56:04.806
314,Clerk-000008,Cancel application,2023-03-10 11:52:17.388,2023-03-10 11:57:17.388
319,Appraiser-000001,Appraise property,2023-03-10 11:26:43.665,2023-03-10 11:58:45.385
322,Clerk-000007,Check credit history,2023-03-10 11:25:55.736,2023-03-10 11:59:58.110
323,Clerk-000001,Check application form completeness,2023-03-10 12:07:23.732,2023-03-10 12:14:30.297
315,AML Investigator-000002,AML check,2023-03-10 11:02:33.544,2023-03-10 12:14:50.787
311,Loan Officer-000003,Assess loan risk,2023-03-10 11:56:04.806,2023-03-10 12:16:04.806
311,Loan Officer-000004,Design loan offer,2023-03-10 12:16:04.806,2023-03-10 12:16:25.876
323,Clerk-000003,Check credit history,2023-03-10 12:14:30.297,2023-03-10 12:21:53.636
318,Appraiser-000002,Appraise property,2023-03-10 11:23:24.961,2023-03-10 12:30:03.333
317,AML Investigator-000002,AML check,2023-03-10 12:14:50.787,2023-03-10 12:32:57.931
315,Loan Officer-000002,Assess loan risk,2023-03-10 12:14:50.787,2023-03-10 12:34:50.787
311,Senior Officer-000001,Approve loan offer,2023-03-10 12:16:25.876,2023-03-10 12:36:25.876
321,Appraiser-000002,Appraise property,2023-03-10 12:30:03.333,2023-03-10 12:39:46.067
321,Clerk-000005,Check credit history,2023-03-10 11:38:29.885,2023-03-10 12:39:57.816
318,AML Investigator-000002,AML check,2023-03-10 12:32:57.931,2023-03-10 12:40:52.660
311,Clerk-000004,Cancel application,2023-03-10 12:36:25.876,2023-03-10 12:41:25.876
320,Appraiser-000001,Appraise property,2023-03-10 11:58:45.385,2023-03-10 12:44:17.726
315,Clerk-000006,Reject application,2023-03-10 12:34:50.787,2023-03-10 12:44:50.787
316,AML Investigator-000001,AML check,2023-03-10 11:56:04.806,2023-03-10 12:51:33.976
317,Loan Officer-000001,Assess loan risk,2023-03-10 12:32:57.931,2023-03-10 12:52:57.931
317,Loan Officer-000002,Design loan offer,2023-03-10 12:52:57.931,2023-03-10 12:56:09.609
325,Clerk-000008,Check application form completeness,2023-03-10 12:44:14.796,2023-03-10 12:57:11.595
319,AML Investigator-000002,AML check,2023-03-10 12:40:52.660,2023-03-10 12:57:27.903
321,AML Investigator-000002,AML check,2023-03-10 12:57:27.903,2023-03-10 12:58:27.388
318,Loan Officer-000003,Assess loan risk,2023-03-10 12:40:52.660,2023-03-10 13:00:52.660
325,Clerk-000007,Return application back to applicant,2023-03-10 12:57:11.595,2023-03-10 13:02:11.595
322,Appraiser-000002,Appraise property,2023-03-10 12:39:46.067,2023-03-10 13:06:32.128
323,Appraiser-000001,Appraise property,2023-03-10 12:44:17.726,2023-03-10 13:07:24.223
318,Clerk-000001,Reject application,2023-03-10 13:00:52.660,2023-03-10 13:10:52.660
316,Loan Officer-000004,Assess loan risk,2023-03-10 12:51:33.976,2023-03-10 13:11:33.976
324,Clerk-000002,Check application form completeness,2023-03-10 12:12:35.563,2023-03-10 13:12:17.168
317,Senior Officer-000002,Approve loan offer,2023-03-10 12:56:09.609,2023-03-10 13:16:09.609
322,AML Investigator-000002,AML check,2023-03-10 12:58:27.388,2023-03-10 13:17:21.248
319,Loan Officer-000001,Assess loan risk,2023-03-10 12:57:27.903,2023-03-10 13:17:27.903
321,Loan Officer-000002,Assess loan risk,2023-03-10 12:58:27.388,2023-03-10 13:18:27.388
321,Loan Officer-000002,Design loan offer,2023-03-10 13:18:27.388,2023-03-10 13:20:30.385
317,Clerk-000005,Approve application,2023-03-10 13:16:09.609,2023-03-10 13:21:09.609
323,AML Investigator-000002,AML check,2023-03-10 13:17:21.248,2023-03-10 13:21:48.735
319,Loan Officer-000001,Design loan offer,2023-03-10 13:17:27.903,2023-03-10 13:29:21.713
316,Loan Officer-000003,Design loan offer,2023-03-10 13:11:33.976,2023-03-10 13:31:14.237
324,Clerk-000003,Check credit history,2023-03-10 13:12:17.168,2023-03-10 13:35:37.973
322,Loan Officer-000004,Assess loan risk,2023-03-10 13:17:21.248,2023-03-10 13:37:21.248
321,Senior Officer-000001,Approve loan offer,2023-03-10 13:20:30.385,2023-03-10 13:40:30.385
324,AML Investigator-000002,AML check,2023-03-10 13:21:48.735,2023-03-10 13:40:53.152
320,AML Investigator-000001,AML check,2023-03-10 12:51:33.976,2023-03-10 13:41:06.693
323,Loan Officer-000002,Assess loan risk,2023-03-10 13:21:48.735,2023-03-10 13:41:48.735
323,Loan Officer-000004,Design loan offer,2023-03-10 13:41:48.735,2023-03-10 13:42:57.559
321,Clerk-000004,Approve application,2023-03-10 13:40:30.385,2023-03-10 13:45:30.385
319,Senior Officer-000002,Approve loan offer,2023-03-10 13:29:21.713,2023-03-10 13:49:21.713
319,Clerk-000006,Approve application,2023-03-10 13:49:21.713,2023-03-10 13:54:21.713
324,Appraiser-000002,Appraise property,2023-03-10 13:12:17.168,2023-03-10 13:58:53.007
322,Loan Officer-000001,Design loan offer,2023-03-10 13:37:21.248,2023-03-10 13:59:42.929
316,Senior Officer-000001,Approve loan offer,2023-03-10 13:40:30.385,2023-03-10 14:00:30.385
320,Loan Officer-000003,Assess loan risk,2023-03-10 13:41:06.693,2023-03-10 14:01:06.693
325,Applicant-000001,Applicant completes form,2023-03-10 13:02:11.595,2023-03-10 14:02:11.595
316,Clerk-000008,Approve application,2023-03-10 14:00:30.385,2023-03-10 14:05:30.385
325,Clerk-000001,Check application form completeness,2023-03-10 14:02:11.595,2023-03-10 14:08:40.210
323,Senior Officer-000002,Approve loan offer,2023-03-10 13:49:21.713,2023-03-10 14:09:21.713
320,Clerk-000007,Reject application,2023-03-10 14:01:06.693,2023-03-10 14:11:06.693
323,Clerk-000005,Cancel application,2023-03-10 14:09:21.713,2023-03-10 14:14:21.713
324,Loan Officer-000002,Assess loan risk,2023-03-10 13:58:53.007,2023-03-10 14:18:53.007
324,Loan Officer-000004,Design loan offer,2023-03-10 14:18:53.007,2023-03-10 14:19:57.108
322,Senior Officer-000001,Approve loan offer,2023-03-10 14:00:30.385,2023-03-10 14:20:30.385
325,AML Investigator-000002,AML check,2023-03-10 14:08:40.210,2023-03-10 14:24:14.472
325,Appraiser-000001,Appraise property,2023-03-10 14:08:40.210,2023-03-10 14:24:32.417
322,Clerk-000003,Approve application,2023-03-10 14:20:30.385,2023-03-10 14:25:30.385
324,Senior Officer-000002,Approve loan offer,2023-03-10 14:19:57.108,2023-03-10 14:39:57.108
326,Clerk-000006,Check application form completeness,2023-03-10 14:40:11.122,2023-03-10 14:44:03.121
324,Clerk-000004,Approve application,2023-03-10 14:39:57.108,2023-03-10 14:44:57.108
326,Clerk-000008,Return application back to applicant,2023-03-10 14:44:03.121,2023-03-10 14:49:03.121
327,Clerk-000001,Check application form completeness,2023-03-13 07:03:47.770,2023-03-13 07:04:45.742
327,Appraiser-000002,Appraise property,2023-03-13 07:04:45.742,2023-03-13 07:15:32.306
327,Clerk-000007,Check credit history,2023-03-13 07:04:45.742,2023-03-13 07:22:54.692
327,AML Investigator-000001,AML check,2023-03-13 07:04:45.742,2023-03-13 07:36:54.203
326,Applicant-000001,Applicant completes form,2023-03-10 14:49:03.121,2023-03-13 07:49:03.121
327,Loan Officer-000001,Assess loan risk,2023-03-13 07:36:54.203,2023-03-13 07:56:54.203
326,Clerk-000005,Check application form completeness,2023-03-13 07:49:03.121,2023-03-13 07:57:57.625
326,Clerk-000006,Return application back to applicant,2023-03-13 07:57:57.625,2023-03-13 08:02:57.625
327,Clerk-000003,Reject application,2023-03-13 07:56:54.203,2023-03-13 08:06:54.203
325,Clerk-000002,Check credit history,2023-03-10 14:08:40.210,2023-03-13 08:24:28.381
328,Clerk-000004,Check application form completeness,2023-03-13 08:26:53.110,2023-03-13 08:29:38.626
328,Clerk-000008,Check credit history,2023-03-13 08:29:38.626,2023-03-13 08:40:43.197
325,Loan Officer-000003,Assess loan risk,2023-03-13 08:24:28.381,2023-03-13 08:44:28.381
325,Loan Officer-000002,Design loan offer,2023-03-13 08:44:28.381,2023-03-13 08:57:54.436
326,Applicant-000001,Applicant completes form,2023-03-13 08:02:57.625,2023-03-13 09:02:57.625
325,Senior Officer-000001,Approve loan offer,2023-03-13 08:57:54.436,2023-03-13 09:17:54.436
325,Clerk-000007,Cancel application,2023-03-13 09:17:54.436,2023-03-13 09:22:54.436
328,Appraiser-000001,Appraise property,2023-03-13 08:29:38.626,2023-03-13 09:32:10.459
326,Clerk-000001,Check application form completeness,2023-03-13 09:02:57.625,2023-03-13 09:49:22.935
328,AML Investigator-000002,AML check,2023-03-13 08:29:38.626,2023-03-13 10:26:28.833
326,AML Investigator-000001,AML check,2023-03-13 09:49:22.935,2023-03-13 10:30:44.209
328,Loan Officer-000004,Assess loan risk,2023-03-13 10:26:28.833,2023-03-13 10:46:28.833
326,Appraiser-000002,Appraise property,2023-03-13 09:49:22.935,2023-03-13 10:49:54.653
328,Clerk-000006,Reject application,2023-03-13 10:46:28.833,2023-03-13 10:56:28.833
329,Clerk-000003,Check application form completeness,2023-03-13 11:41:04.593,2023-03-13 11:49:44.387
329,AML Investigator-000002,AML check,2023-03-13 11:49:44.387,2023-03-13 11:52:12.726
330,Clerk-000004,Check application form completeness,2023-03-13 11:55:07.159,2023-03-13 11:56:26.284
329,Appraiser-000001,Appraise property,2023-03-13 11:49:44.387,2023-03-13 11:58:44.443
326,Clerk-000005,Check credit history,2023-03-13 09:49:22.935,2023-03-13 12:00:24.552
330,Appraiser-000002,Appraise property,2023-03-13 11:56:26.284,2023-03-13 12:03:11.132
330,AML Investigator-000001,AML check,2023-03-13 11:56:26.284,2023-03-13 12:04:56.511
331,Clerk-000007,Check application form completeness,2023-03-13 12:05:07.847,2023-03-13 12:06:15.463
331,Appraiser-000001,Appraise property,2023-03-13 12:06:15.463,2023-03-13 12:13:51.637
331,Clerk-000001,Check credit history,2023-03-13 12:06:15.463,2023-03-13 12:15:33.616
326,Loan Officer-000001,Assess loan risk,2023-03-13 12:00:24.552,2023-03-13 12:20:24.552
326,Loan Officer-000003,Design loan offer,2023-03-13 12:20:24.552,2023-03-13 12:26:18.079
330,Clerk-000008,Check credit history,2023-03-13 11:56:26.284,2023-03-13 12:36:53.558
329,Clerk-000002,Check credit history,2023-03-13 11:49:44.387,2023-03-13 12:37:39.240
326,Senior Officer-000002,Approve loan offer,2023-03-13 12:26:18.079,2023-03-13 12:46:18.079
326,Clerk-000006,Cancel application,2023-03-13 12:46:18.079,2023-03-13 12:51:18.079
330,Loan Officer-000002,Assess loan risk,2023-03-13 12:36:53.558,2023-03-13 12:56:53.558
333,Clerk-000004,Check application form completeness,2023-03-13 12:54:23.375,2023-03-13 12:56:54.650
332,Clerk-000003,Check application form completeness,2023-03-13 12:46:43.555,2023-03-13 12:57:38.425
329,Loan Officer-000004,Assess loan risk,2023-03-13 12:37:39.240,2023-03-13 12:57:39.240
329,Loan Officer-000001,Design loan offer,2023-03-13 12:57:39.240,2023-03-13 13:01:14.510
330,Clerk-000005,Reject application,2023-03-13 12:56:53.558,2023-03-13 13:06:53.558
333,Appraiser-000002,Appraise property,2023-03-13 12:56:54.650,2023-03-13 13:08:58.320
331,AML Investigator-000002,AML check,2023-03-13 12:06:15.463,2023-03-13 13:09:30.741
332,Clerk-000001,Check credit history,2023-03-13 12:57:38.425,2023-03-13 13:16:55.838
329,Senior Officer-000001,Approve loan offer,2023-03-13 13:01:14.510,2023-03-13 13:21:14.510
329,Clerk-000008,Cancel application,2023-03-13 13:21:14.510,2023-03-13 13:26:14.510
334,Clerk-000002,Check application form completeness,2023-03-13 13:26:19.228,2023-03-13 13:28:57.201
331,Loan Officer-000003,Assess loan risk,2023-03-13 13:09:30.741,2023-03-13 13:29:30.741
331,Loan Officer-000002,Design loan offer,2023-03-13 13:29:30.741,2023-03-13 13:29:31.151
334,Appraiser-000002,Appraise property,2023-03-13 13:28:57.201,2023-03-13 13:41:11.934
331,Senior Officer-000002,Approve loan offer,2023-03-13 13:29:31.151,2023-03-13 13:49:31.151
333,AML Investigator-000001,AML check,2023-03-13 12:56:54.650,2023-03-13 13:50:34.443
334,AML Investigator-000001,AML check,2023-03-13 13:50:34.443,2023-03-13 13:50:35.095
333,Clerk-000007,Check credit history,2023-03-13 12:56:54.650,2023-03-13 13:52:57.461
331,Clerk-000004,Cancel application,2023-03-13 13:49:31.151,2023-03-13 13:54:31.151
332,AML Investigator-000002,AML check,2023-03-13 13:09:30.741,2023-03-13 13:58:03.334
334,Clerk-000006,Check credit history,2023-03-13 13:28:57.201,2023-03-13 14:02:37.745
333,Loan Officer-000004,Assess loan risk,2023-03-13 13:52:57.461,2023-03-13 14:12:57.461
333,Loan Officer-000003,Design loan offer,2023-03-13 14:12:57.461,2023-03-13 14:20:39.280
334,Loan Officer-000001,Assess loan risk,2023-03-13 14:02:37.745,2023-03-13 14:22:37.745
334,Loan Officer-000002,Design loan offer,2023-03-13 14:22:37.745,2023-03-13 14:26:40.546
333,Senior Officer-000001,Approve loan offer,2023-03-13 14:20:39.280,2023-03-13 14:40:39.280
333,Clerk-000005,Approve application,2023-03-13 14:40:39.280,2023-03-13 14:45:39.280
334,Senior Officer-000002,Approve loan offer,2023-03-13 14:26:40.546,2023-03-13 14:46:40.546
332,Appraiser-000001,Appraise property,2023-03-13 12:57:38.425,2023-03-13 14:47:21.846
334,Clerk-000001,Approve application,2023-03-13 14:46:40.546,2023-03-13 14:51:40.546
335,Clerk-000003,Check application form completeness,2023-03-13 14:27:04.208,2023-03-14 07:02:21.260
335,Clerk-000008,Check credit history,2023-03-14 07:02:21.260,2023-03-14 07:04:21.597
332,Loan Officer-000004,Assess loan risk,2023-03-13 14:47:21.846,2023-03-14 07:07:21.846
332,Clerk-000002,Reject application,2023-03-14 07:07:21.846,2023-03-14 07:17:21.846
335,Appraiser-000002,Appraise property,2023-03-14 07:02:21.260,2023-03-14 07:19:55.731
336,Clerk-000007,Check application form completeness,2023-03-14 07:18:51.811,2023-03-14 07:20:11.653
336,Clerk-000004,Check credit history,2023-03-14 07:20:11.653,2023-03-14 07:21:21.577
336,Appraiser-000001,Appraise property,2023-03-14 07:20:11.653,2023-03-14 07:21:30.879
337,Clerk-000006,Check application form completeness,2023-03-14 07:29:28.874,2023-03-14 07:45:20.101
335,AML Investigator-000001,AML check,2023-03-14 07:02:21.260,2023-03-14 07:51:20.277
337,Clerk-000005,Check credit history,2023-03-14 07:45:20.101,2023-03-14 07:51:43.550
337,Appraiser-000002,Appraise property,2023-03-14 07:45:20.101,2023-03-14 07:53:03.973
337,AML Investigator-000001,AML check,2023-03-14 07:51:20.277,2023-03-14 07:53:11.594
335,Loan Officer-000003,Assess loan risk,2023-03-14 07:51:20.277,2023-03-14 08:11:20.277
337,Loan Officer-000001,Assess loan risk,2023-03-14 07:53:11.594,2023-03-14 08:13:11.594
335,Clerk-000001,Reject application,2023-03-14 08:11:20.277,2023-03-14 08:21:20.277
337,Clerk-000003,Reject application,2023-03-14 08:13:11.594,2023-03-14 08:23:11.594
336,AML Investigator-000002,AML check,2023-03-14 07:20:11.653,2023-03-14 08:28:02.782
336,Loan Officer-000002,Assess loan risk,2023-03-14 08:28:02.782,2023-03-14 08:48:02.782
338,Clerk-000008,Check application form completeness,2023-03-14 08:18:48.867,2023-03-14 08:48:25.986
340,Clerk-000007,Check application form completeness,2023-03-14 08:45:15.840,2023-03-14 08:51:35.122
338,Clerk-000005,Check credit history,2023-03-14 08:48:25.986,2023-03-14 08:54:30.422
336,Clerk-000006,Reject application,2023-03-14 08:48:02.782,2023-03-14 08:58:02.782
338,Appraiser-000001,Appraise property,2023-03-14 08:48:25.986,2023-03-14 09:03:02.013
341,Clerk-000004,Check application form completeness,2023-03-14 08:46:55.397,2023-03-14 09:04:05.354
341,Clerk-000003,Check credit history,2023-03-14 09:04:05.354,2023-03-14 09:09:52.294
340,Clerk-000001,Check credit history,2023-03-14 08:51:35.122,2023-03-14 09:09:54.055
339,Clerk-000002,Check application form completeness,2023-03-14 08:38:58.353,2023-03-14 09:25:04.997
340,Appraiser-000002,Appraise property,2023-03-14 08:51:35.122,2023-03-14 09:25:24.370
339,Clerk-000008,Check credit history,2023-03-14 09:25:04.997,2023-03-14 09:32:54.591
339,Appraiser-000002,Appraise property,2023-03-14 09:25:24.370,2023-03-14 09:33:39.180
338,AML Investigator-000001,AML check,2023-03-14 08:48:25.986,2023-03-14 09:36:10.299
341,Appraiser-000001,Appraise property,2023-03-14 09:04:05.354,2023-03-14 09:41:04.960
338,Loan Officer-000004,Assess loan risk,2023-03-14 09:36:10.299,2023-03-14 09:56:10.299
338,Clerk-000007,Reject application,2023-03-14 09:56:10.299,2023-03-14 10:06:10.299
340,AML Investigator-000002,AML check,2023-03-14 08:51:35.122,2023-03-14 10:11:24.798
339,AML Investigator-000001,AML check,2023-03-14 09:36:10.299,2023-03-14 10:18:29.585
340,Loan Officer-000003,Assess loan risk,2023-03-14 10:11:24.798,2023-03-14 10:31:24.798
341,AML Investigator-000002,AML check,2023-03-14 10:11:24.798,2023-03-14 10:33:23.096
342,Clerk-000005,Check application form completeness,2023-03-14 10:23:27.537,2023-03-14 10:35:58.729
339,Loan Officer-000001,Assess loan risk,2023-03-14 10:18:29.585,2023-03-14 10:38:29.585
342,AML Investigator-000001,AML check,2023-03-14 10:35:58.729,2023-03-14 10:39:12.121
342,Appraiser-000002,Appraise property,2023-03-14 10:35:58.729,2023-03-14 10:44:29.946
340,Loan Officer-000002,Design loan offer,2023-03-14 10:31:24.798,2023-03-14 10:47:54.938
339,Clerk-000004,Reject application,2023-03-14 10:38:29.585,2023-03-14 10:48:29.585
341,Loan Officer-000004,Assess loan risk,2023-03-14 10:33:23.096,2023-03-14 10:53:23.096
342,Clerk-000006,Check credit history,2023-03-14 10:35:58.729,2023-03-14 11:02:56.444
343,Clerk-000003,Check application form completeness,2023-03-14 10:42:35.209,2023-03-14 11:04:08.312
341,Loan Officer-000003,Design loan offer,2023-03-14 10:53:23.096,2023-03-14 11:04:53.396
