case_id,resource,activity_name,start_timestamp,end_timestamp,agent
256,Loan Officer-000002,Assess loan risk,2023-03-03 08:58:13.305000+00:00,2023-03-03 09:18:13.305000+00:00,12
256,Clerk-000007,Reject application,2023-03-03 09:18:13.305000+00:00,2023-03-03 09:28:13.305000+00:00,9
257,Clerk-000008,Check application form completeness,2023-03-03 08:30:00+00:00,2023-03-03 09:49:27.081000+00:00,10
257,AML Investigator-000001,AML check,2023-03-03 09:49:27.081000+00:00,2023-03-03 09:57:09.379000+00:00,7
257,Clerk-000004,Check credit history,2023-03-03 09:49:27.081000+00:00,2023-03-03 10:01:37.487000+00:00,6
257,Appraiser-000002,Appraise property,2023-03-03 09:49:27.081000+00:00,2023-03-03 10:11:03.425000+00:00,3
257,Loan Officer-000003,Assess loan risk,2023-03-03 10:11:03.425000+00:00,2023-03-03 10:31:03.425000+00:00,15
257,Clerk-000004,Reject application,2023-03-03 10:31:03.425000+00:00,2023-03-03 10:41:03.425000+00:00,6
258,Clerk-000002,Check application form completeness,2023-03-03 09:00:00+00:00,2023-03-03 09:03:32.582000+00:00,2
258,Appraiser-000001,Appraise property,2023-03-03 09:03:32.582000+00:00,2023-03-03 09:09:36.701000+00:00,8
258,AML Investigator-000002,AML check,2023-03-03 09:03:32.582000+00:00,2023-03-03 09:10:34.357000+00:00,13
258,Clerk-000006,Check credit history,2023-03-03 09:03:32.582000+00:00,2023-03-03 09:24:48.113000+00:00,5
258,Loan Officer-000004,Assess loan risk,2023-03-03 09:24:48.113000+00:00,2023-03-03 09:44:48.113000+00:00,16
258,Loan Officer-000002,Design loan offer,2023-03-03 09:44:48.113000+00:00,2023-03-03 09:53:23.674000+00:00,12
258,Senior Officer-000001,Approve loan offer,2023-03-03 09:53:23.674000+00:00,2023-03-03 10:13:23.674000+00:00,14
258,Clerk-000007,Cancel application,2023-03-03 10:13:23.674000+00:00,2023-03-03 10:18:23.674000+00:00,9
259,Clerk-000001,Check application form completeness,2023-03-03 09:30:00+00:00,2023-03-03 10:09:48.013000+00:00,0
259,Appraiser-000001,Appraise property,2023-03-03 10:09:48.013000+00:00,2023-03-03 10:17:31.086000+00:00,8
259,Clerk-000006,Check credit history,2023-03-03 10:09:48.013000+00:00,2023-03-03 11:10:02.083000+00:00,5
259,AML Investigator-000002,AML check,2023-03-03 10:09:48.013000+00:00,2023-03-03 11:14:00.275000+00:00,13
259,Loan Officer-000001,Assess loan risk,2023-03-03 11:14:00.275000+00:00,2023-03-03 11:34:00.275000+00:00,11
259,Clerk-000004,Reject application,2023-03-03 11:34:00.275000+00:00,2023-03-03 11:44:00.275000+00:00,6
260,Clerk-000002,Check application form completeness,2023-03-03 10:00:00+00:00,2023-03-03 10:20:40.868000+00:00,2
260,Appraiser-000002,Appraise property,2023-03-03 10:20:40.868000+00:00,2023-03-03 10:22:53.756000+00:00,3
260,AML Investigator-000001,AML check,2023-03-03 10:20:40.868000+00:00,2023-03-03 10:25:17.920000+00:00,7
260,Clerk-000003,Check credit history,2023-03-03 10:20:40.868000+00:00,2023-03-03 10:53:51.210000+00:00,1
260,Loan Officer-000004,Assess loan risk,2023-03-03 10:53:51.210000+00:00,2023-03-03 11:13:51.210000+00:00,16
260,Clerk-000007,Reject application,2023-03-03 11:13:51.210000+00:00,2023-03-03 11:23:51.210000+00:00,9
261,Clerk-000008,Check application form completeness,2023-03-03 10:30:00+00:00,2023-03-03 11:05:01.173000+00:00,10
261,Clerk-000005,Return application back to applicant,2023-03-03 11:05:01.173000+00:00,2023-03-03 11:10:01.173000+00:00,4
261,Applicant-000001,Applicant completes form,2023-03-03 11:10:01.173000+00:00,2023-03-03 12:10:01.173000+00:00,18
261,Clerk-000006,Check application form completeness,2023-03-03 12:10:01.173000+00:00,2023-03-03 12:36:07.131000+00:00,5
261,Appraiser-000002,Appraise property,2023-03-03 12:36:07.131000+00:00,2023-03-03 12:43:08.720000+00:00,3
261,AML Investigator-000002,AML check,2023-03-03 12:36:07.131000+00:00,2023-03-03 12:50:49.782000+00:00,13
261,Clerk-000002,Check credit history,2023-03-03 12:36:07.131000+00:00,2023-03-03 12:59:44.236000+00:00,2
261,Loan Officer-000003,Assess loan risk,2023-03-03 12:59:44.236000+00:00,2023-03-03 13:19:44.236000+00:00,15
261,Clerk-000001,Reject application,2023-03-03 13:19:44.236000+00:00,2023-03-03 13:29:44.236000+00:00,0
262,Clerk-000001,Check application form completeness,2023-03-03 11:00:00+00:00,2023-03-03 11:35:21.677000+00:00,0
262,Clerk-000003,Return application back to applicant,2023-03-03 11:35:21.677000+00:00,2023-03-03 11:40:21.677000+00:00,1
262,Applicant-000001,Applicant completes form,2023-03-03 12:10:01.173000+00:00,2023-03-03 13:10:01.173000+00:00,18
262,Clerk-000005,Check application form completeness,2023-03-03 13:10:01.173000+00:00,2023-03-03 13:13:32.709000+00:00,4
262,Appraiser-000002,Appraise property,2023-03-03 13:13:32.709000+00:00,2023-03-03 13:16:46.184000+00:00,3
262,AML Investigator-000002,AML check,2023-03-03 13:13:32.709000+00:00,2023-03-03 14:38:56.565000+00:00,13
262,Clerk-000007,Check credit history,2023-03-03 13:13:32.709000+00:00,2023-03-03 14:43:51.400000+00:00,9
262,Loan Officer-000004,Assess loan risk,2023-03-03 14:43:51.400000+00:00,2023-03-06 07:03:51.400000+00:00,16
262,Loan Officer-000003,Design loan offer,2023-03-06 07:03:51.400000+00:00,2023-03-06 07:11:06.716000+00:00,15
262,Senior Officer-000002,Approve loan offer,2023-03-06 07:11:06.716000+00:00,2023-03-06 07:31:06.716000+00:00,17
262,Clerk-000001,Approve application,2023-03-06 07:31:06.716000+00:00,2023-03-06 07:36:06.716000+00:00,0
263,Clerk-000002,Check application form completeness,2023-03-03 11:30:00+00:00,2023-03-03 11:39:12.138000+00:00,2
263,Clerk-000008,Return application back to applicant,2023-03-03 11:39:12.138000+00:00,2023-03-03 11:44:12.138000+00:00,10
263,Applicant-000001,Applicant completes form,2023-03-03 13:10:01.173000+00:00,2023-03-03 14:10:01.173000+00:00,18
263,Clerk-000008,Check application form completeness,2023-03-03 14:10:01.173000+00:00,2023-03-03 14:42:31.827000+00:00,10
263,Clerk-000005,Check credit history,2023-03-03 14:42:31.827000+00:00,2023-03-06 07:10:04.121000+00:00,4
263,AML Investigator-000001,AML check,2023-03-03 14:42:31.827000+00:00,2023-03-06 07:21:41.202000+00:00,7
263,Appraiser-000002,Appraise property,2023-03-03 14:59:06.065000+00:00,2023-03-06 08:47:29.822000+00:00,3
263,Loan Officer-000003,Assess loan risk,2023-03-06 08:47:29.822000+00:00,2023-03-06 09:07:29.822000+00:00,15
263,Loan Officer-000002,Design loan offer,2023-03-06 09:07:29.822000+00:00,2023-03-06 09:26:12.165000+00:00,12
263,Senior Officer-000002,Approve loan offer,2023-03-06 09:26:12.165000+00:00,2023-03-06 09:46:12.165000+00:00,17
263,Clerk-000007,Approve application,2023-03-06 09:46:12.165000+00:00,2023-03-06 09:51:12.165000+00:00,9
264,Clerk-000005,Check application form completeness,2023-03-03 12:00:00+00:00,2023-03-03 12:13:01.017000+00:00,4
264,Clerk-000007,Check credit history,2023-03-03 12:13:01.017000+00:00,2023-03-03 12:15:07.517000+00:00,9
264,AML Investigator-000001,AML check,2023-03-03 12:13:01.017000+00:00,2023-03-03 12:30:43.461000+00:00,7
264,Appraiser-000001,Appraise property,2023-03-03 12:13:01.017000+00:00,2023-03-03 12:32:37.877000+00:00,8
264,Loan Officer-000002,Assess loan risk,2023-03-03 12:32:37.877000+00:00,2023-03-03 12:52:37.877000+00:00,12
264,Clerk-000004,Reject application,2023-03-03 12:52:37.877000+00:00,2023-03-03 13:02:37.877000+00:00,6
265,Clerk-000001,Check application form completeness,2023-03-03 12:30:00+00:00,2023-03-03 12:43:27.306000+00:00,0
265,Appraiser-000001,Appraise property,2023-03-03 12:43:27.306000+00:00,2023-03-03 12:49:31.735000+00:00,8
265,AML Investigator-000001,AML check,2023-03-03 12:43:27.306000+00:00,2023-03-03 13:21:44.925000+00:00,7
265,Clerk-000003,Check credit history,2023-03-03 12:43:27.306000+00:00,2023-03-03 13:30:16.237000+00:00,1
265,Loan Officer-000004,Assess loan risk,2023-03-03 13:30:16.237000+00:00,2023-03-03 13:50:16.237000+00:00,16
265,Loan Officer-000001,Design loan offer,2023-03-03 13:50:16.237000+00:00,2023-03-03 14:00:43.736000+00:00,11
265,Senior Officer-000002,Approve loan offer,2023-03-03 14:00:43.736000+00:00,2023-03-03 14:20:43.736000+00:00,17
265,Clerk-000003,Approve application,2023-03-03 14:20:43.736000+00:00,2023-03-03 14:25:43.736000+00:00,1
266,Clerk-000008,Check application form completeness,2023-03-03 13:00:00+00:00,2023-03-03 13:16:00.012000+00:00,10
266,Appraiser-000001,Appraise property,2023-03-03 13:16:00.012000+00:00,2023-03-03 13:57:35.574000+00:00,8
266,Clerk-000006,Check credit history,2023-03-03 13:16:00.012000+00:00,2023-03-03 14:48:38.426000+00:00,5
266,AML Investigator-000001,AML check,2023-03-03 13:21:44.925000+00:00,2023-03-03 13:24:18.188000+00:00,7
266,Loan Officer-000001,Assess loan risk,2023-03-03 14:48:38.426000+00:00,2023-03-06 07:08:38.426000+00:00,11
266,Clerk-000007,Reject application,2023-03-06 07:08:38.426000+00:00,2023-03-06 07:18:38.426000+00:00,9
267,Clerk-000002,Check application form completeness,2023-03-03 13:30:00+00:00,2023-03-03 13:37:01.473000+00:00,2
267,Appraiser-000002,Appraise property,2023-03-03 13:37:01.473000+00:00,2023-03-03 13:43:37.962000+00:00,3
267,AML Investigator-000001,AML check,2023-03-03 13:37:01.473000+00:00,2023-03-03 13:49:55.033000+00:00,7
267,Clerk-000004,Check credit history,2023-03-03 13:37:01.473000+00:00,2023-03-03 13:59:54.799000+00:00,6
267,Loan Officer-000002,Assess loan risk,2023-03-03 13:59:54.799000+00:00,2023-03-03 14:19:54.799000+00:00,12
267,Loan Officer-000003,Design loan offer,2023-03-03 14:19:54.799000+00:00,2023-03-03 14:22:32.865000+00:00,15
267,Senior Officer-000001,Approve loan offer,2023-03-03 14:22:32.865000+00:00,2023-03-03 14:42:32.865000+00:00,14
267,Clerk-000003,Cancel application,2023-03-03 14:42:32.865000+00:00,2023-03-03 14:47:32.865000+00:00,1
268,Clerk-000005,Check application form completeness,2023-03-03 14:00:00+00:00,2023-03-03 14:11:10.756000+00:00,4
268,AML Investigator-000001,AML check,2023-03-03 14:11:10.756000+00:00,2023-03-03 14:15:38.483000+00:00,7
268,Clerk-000001,Check credit history,2023-03-03 14:11:10.756000+00:00,2023-03-03 14:54:43.225000+00:00,0
268,Appraiser-000002,Appraise property,2023-03-03 14:11:10.756000+00:00,2023-03-03 14:59:06.065000+00:00,3
268,Loan Officer-000002,Assess loan risk,2023-03-03 14:59:06.065000+00:00,2023-03-06 07:19:06.065000+00:00,12
268,Clerk-000003,Reject application,2023-03-06 07:19:06.065000+00:00,2023-03-06 07:29:06.065000+00:00,1
269,Clerk-000002,Check application form completeness,2023-03-03 14:30:00+00:00,2023-03-03 14:37:55.005000+00:00,2
269,AML Investigator-000001,AML check,2023-03-03 14:37:55.005000+00:00,2023-03-03 14:38:00.333000+00:00,7
269,Clerk-000004,Check credit history,2023-03-03 14:37:55.005000+00:00,2023-03-06 07:00:11.133000+00:00,6
269,Appraiser-000001,Appraise property,2023-03-03 14:37:55.005000+00:00,2023-03-06 07:29:16.366000+00:00,8
269,Loan Officer-000004,Assess loan risk,2023-03-06 07:29:16.366000+00:00,2023-03-06 07:49:16.366000+00:00,16
269,Loan Officer-000001,Design loan offer,2023-03-06 07:49:16.366000+00:00,2023-03-06 07:53:32.044000+00:00,11
269,Senior Officer-000001,Approve loan offer,2023-03-06 07:53:32.044000+00:00,2023-03-06 08:13:32.044000+00:00,14
269,Clerk-000005,Cancel application,2023-03-06 08:13:32.044000+00:00,2023-03-06 08:18:32.044000+00:00,4
270,Clerk-000002,Check application form completeness,2023-03-03 15:00:00+00:00,2023-03-06 07:04:50.984000+00:00,2
270,AML Investigator-000002,AML check,2023-03-06 07:04:50.984000+00:00,2023-03-06 07:56:37.381000+00:00,13
270,Clerk-000008,Check credit history,2023-03-06 07:04:50.984000+00:00,2023-03-06 09:11:30.097000+00:00,10
270,Appraiser-000001,Appraise property,2023-03-06 07:29:16.366000+00:00,2023-03-06 09:18:00.548000+00:00,8
270,Loan Officer-000004,Assess loan risk,2023-03-06 09:18:00.548000+00:00,2023-03-06 09:38:00.548000+00:00,16
270,Clerk-000002,Reject application,2023-03-06 09:38:00.548000+00:00,2023-03-06 09:48:00.548000+00:00,2
271,Clerk-000006,Check application form completeness,2023-03-06 07:30:00+00:00,2023-03-06 07:42:08.363000+00:00,5
271,AML Investigator-000001,AML check,2023-03-06 07:42:08.363000+00:00,2023-03-06 07:43:42.288000+00:00,7
271,Clerk-000004,Check credit history,2023-03-06 07:42:08.363000+00:00,2023-03-06 07:44:22.550000+00:00,6
271,Appraiser-000002,Appraise property,2023-03-06 08:47:29.822000+00:00,2023-03-06 10:31:57.690000+00:00,3
271,Loan Officer-000003,Assess loan risk,2023-03-06 10:31:57.690000+00:00,2023-03-06 10:51:57.690000+00:00,15
271,Clerk-000005,Reject application,2023-03-06 10:51:57.690000+00:00,2023-03-06 11:01:57.690000+00:00,4
272,Clerk-000002,Check application form completeness,2023-03-06 08:00:00+00:00,2023-03-06 08:44:15.377000+00:00,2
272,Clerk-000003,Check credit history,2023-03-06 08:44:15.377000+00:00,2023-03-06 09:35:23.799000+00:00,1
272,AML Investigator-000001,AML check,2023-03-06 08:44:15.377000+00:00,2023-03-06 10:30:23.226000+00:00,7
272,Appraiser-000001,Appraise property,2023-03-06 09:18:00.548000+00:00,2023-03-06 10:18:13.026000+00:00,8
272,Loan Officer-000001,Assess loan risk,2023-03-06 10:30:23.226000+00:00,2023-03-06 10:50:23.226000+00:00,11
272,Loan Officer-000004,Design loan offer,2023-03-06 10:50:23.226000+00:00,2023-03-06 10:51:28.740000+00:00,16
272,Senior Officer-000001,Approve loan offer,2023-03-06 10:51:28.740000+00:00,2023-03-06 11:11:28.740000+00:00,14
272,Clerk-000006,Cancel application,2023-03-06 11:11:28.740000+00:00,2023-03-06 11:16:28.740000+00:00,5
273,Clerk-000007,Check application form completeness,2023-03-06 08:30:00+00:00,2023-03-06 08:49:41.854000+00:00,9
273,Clerk-000001,Check credit history,2023-03-06 08:49:41.854000+00:00,2023-03-06 09:04:54.544000+00:00,0
273,AML Investigator-000002,AML check,2023-03-06 08:49:41.854000+00:00,2023-03-06 09:52:48.260000+00:00,13
273,Appraiser-000001,Appraise property,2023-03-06 10:18:13.026000+00:00,2023-03-06 10:42:21.794000+00:00,8
273,Loan Officer-000002,Assess loan risk,2023-03-06 10:42:21.794000+00:00,2023-03-06 11:02:21.794000+00:00,12
273,Loan Officer-000003,Design loan offer,2023-03-06 11:02:21.794000+00:00,2023-03-06 11:15:48.571000+00:00,15
273,Senior Officer-000002,Approve loan offer,2023-03-06 11:15:48.571000+00:00,2023-03-06 11:35:48.571000+00:00,17
273,Clerk-000007,Cancel application,2023-03-06 11:35:48.571000+00:00,2023-03-06 11:40:48.571000+00:00,9
274,Clerk-000006,Check application form completeness,2023-03-06 09:00:00+00:00,2023-03-06 09:09:53.161000+00:00,5
274,Clerk-000004,Check credit history,2023-03-06 09:09:53.161000+00:00,2023-03-06 10:19:28.732000+00:00,6
274,AML Investigator-000002,AML check,2023-03-06 09:52:48.260000+00:00,2023-03-06 09:53:34.335000+00:00,13
274,Appraiser-000002,Appraise property,2023-03-06 10:31:57.690000+00:00,2023-03-06 10:51:50.040000+00:00,3
274,Loan Officer-000001,Assess loan risk,2023-03-06 10:51:50.040000+00:00,2023-03-06 11:11:50.040000+00:00,11
274,Loan Officer-000001,Design loan offer,2023-03-06 11:11:50.040000+00:00,2023-03-06 11:25:35.269000+00:00,11
274,Senior Officer-000001,Approve loan offer,2023-03-06 11:25:35.269000+00:00,2023-03-06 11:45:35.269000+00:00,14
274,Clerk-000004,Cancel application,2023-03-06 11:45:35.269000+00:00,2023-03-06 11:50:35.269000+00:00,6
275,Clerk-000005,Check application form completeness,2023-03-06 09:30:00+00:00,2023-03-06 09:47:42.831000+00:00,4
275,Clerk-000001,Check credit history,2023-03-06 09:47:42.831000+00:00,2023-03-06 11:08:01.257000+00:00,0
275,AML Investigator-000002,AML check,2023-03-06 09:53:34.335000+00:00,2023-03-06 11:10:47.504000+00:00,13
275,Appraiser-000001,Appraise property,2023-03-06 10:42:21.794000+00:00,2023-03-06 10:44:54.451000+00:00,8
275,Loan Officer-000002,Assess loan risk,2023-03-06 11:10:47.504000+00:00,2023-03-06 11:30:47.504000+00:00,12
275,Clerk-000005,Reject application,2023-03-06 11:30:47.504000+00:00,2023-03-06 11:40:47.504000+00:00,4
276,Clerk-000006,Check application form completeness,2023-03-06 10:00:00+00:00,2023-03-06 10:21:15.102000+00:00,5
276,Clerk-000008,Check credit history,2023-03-06 10:21:15.102000+00:00,2023-03-06 10:52:46.421000+00:00,10
276,AML Investigator-000001,AML check,2023-03-06 10:30:23.226000+00:00,2023-03-06 10:36:46.753000+00:00,7
276,Appraiser-000001,Appraise property,2023-03-06 10:44:54.451000+00:00,2023-03-06 10:53:22.478000+00:00,8
276,Loan Officer-000004,Assess loan risk,2023-03-06 10:53:22.478000+00:00,2023-03-06 11:13:22.478000+00:00,16
276,Clerk-000008,Reject application,2023-03-06 11:13:22.478000+00:00,2023-03-06 11:23:22.478000+00:00,10
277,Clerk-000003,Check application form completeness,2023-03-06 10:30:00+00:00,2023-03-06 10:53:10.127000+00:00,1
277,Appraiser-000002,Appraise property,2023-03-06 10:53:10.127000+00:00,2023-03-06 11:01:02.836000+00:00,3
277,AML Investigator-000001,AML check,2023-03-06 10:53:10.127000+00:00,2023-03-06 11:06:15.852000+00:00,7
277,Clerk-000002,Check credit history,2023-03-06 10:53:10.127000+00:00,2023-03-06 11:22:19.935000+00:00,2
277,Loan Officer-000004,Assess loan risk,2023-03-06 11:22:19.935000+00:00,2023-03-06 11:42:19.935000+00:00,16
277,Clerk-000001,Reject application,2023-03-06 11:42:19.935000+00:00,2023-03-06 11:52:19.935000+00:00,0
278,Clerk-000007,Check application form completeness,2023-03-06 11:00:00+00:00,2023-03-06 11:05:43.758000+00:00,9
278,Clerk-000004,Check credit history,2023-03-06 11:05:43.758000+00:00,2023-03-06 11:08:02.495000+00:00,6
278,Appraiser-000001,Appraise property,2023-03-06 11:05:43.758000+00:00,2023-03-06 11:19:39.611000+00:00,8
278,AML Investigator-000001,AML check,2023-03-06 11:06:15.852000+00:00,2023-03-06 11:26:47.998000+00:00,7
278,Loan Officer-000003,Assess loan risk,2023-03-06 11:26:47.998000+00:00,2023-03-06 11:46:47.998000+00:00,15
278,Loan Officer-000001,Design loan offer,2023-03-06 11:46:47.998000+00:00,2023-03-06 12:03:24.606000+00:00,11
278,Senior Officer-000002,Approve loan offer,2023-03-06 12:03:24.606000+00:00,2023-03-06 12:23:24.606000+00:00,17
278,Clerk-000002,Cancel application,2023-03-06 12:23:24.606000+00:00,2023-03-06 12:28:24.606000+00:00,2
279,Clerk-000003,Check application form completeness,2023-03-06 11:30:00+00:00,2023-03-06 12:26:56.028000+00:00,1
279,AML Investigator-000002,AML check,2023-03-06 12:26:56.028000+00:00,2023-03-06 12:33:45.757000+00:00,13
279,Appraiser-000002,Appraise property,2023-03-06 12:26:56.028000+00:00,2023-03-06 12:53:01.719000+00:00,3
279,Clerk-000005,Check credit history,2023-03-06 12:26:56.028000+00:00,2023-03-06 14:16:31.191000+00:00,4
279,Loan Officer-000004,Assess loan risk,2023-03-06 14:16:31.191000+00:00,2023-03-06 14:36:31.191000+00:00,16
279,Loan Officer-000001,Design loan offer,2023-03-06 14:36:31.191000+00:00,2023-03-06 14:47:07.693000+00:00,11
279,Senior Officer-000002,Approve loan offer,2023-03-06 14:47:07.693000+00:00,2023-03-07 07:07:07.693000+00:00,17
279,Clerk-000001,Cancel application,2023-03-07 07:07:07.693000+00:00,2023-03-07 07:12:07.693000+00:00,0
280,Clerk-000006,Check application form completeness,2023-03-06 12:00:00+00:00,2023-03-06 12:23:27.263000+00:00,5
280,Clerk-000008,Return application back to applicant,2023-03-06 12:23:27.263000+00:00,2023-03-06 12:28:27.263000+00:00,10
280,Applicant-000001,Applicant completes form,2023-03-06 12:28:27.263000+00:00,2023-03-06 13:28:27.263000+00:00,18
280,Clerk-000003,Check application form completeness,2023-03-06 13:28:27.263000+00:00,2023-03-06 13:43:40.789000+00:00,1
280,Clerk-000008,Return application back to applicant,2023-03-06 13:43:40.789000+00:00,2023-03-06 13:48:40.789000+00:00,10
280,Applicant-000001,Applicant completes form,2023-03-06 13:48:40.789000+00:00,2023-03-06 14:48:40.789000+00:00,18
280,Clerk-000007,Check application form completeness,2023-03-06 14:48:40.789000+00:00,2023-03-07 07:36:35.662000+00:00,9
280,Appraiser-000001,Appraise property,2023-03-07 07:36:35.662000+00:00,2023-03-07 07:56:42.444000+00:00,8
280,Clerk-000008,Check credit history,2023-03-07 07:36:35.662000+00:00,2023-03-07 07:57:00.286000+00:00,10
280,AML Investigator-000002,AML check,2023-03-07 07:36:35.662000+00:00,2023-03-07 08:52:27.480000+00:00,13
280,Loan Officer-000002,Assess loan risk,2023-03-07 08:52:27.480000+00:00,2023-03-07 09:12:27.480000+00:00,12
280,Loan Officer-000003,Design loan offer,2023-03-07 09:12:27.480000+00:00,2023-03-07 09:29:23.887000+00:00,15
280,Senior Officer-000002,Approve loan offer,2023-03-07 09:29:23.887000+00:00,2023-03-07 09:49:23.887000+00:00,17
280,Clerk-000005,Approve application,2023-03-07 09:49:23.887000+00:00,2023-03-07 09:54:23.887000+00:00,4
281,Clerk-000007,Check application form completeness,2023-03-06 12:30:00+00:00,2023-03-06 12:34:11.395000+00:00,9
281,Clerk-000004,Check credit history,2023-03-06 12:34:11.395000+00:00,2023-03-06 12:45:36.160000+00:00,6
281,AML Investigator-000001,AML check,2023-03-06 12:34:11.395000+00:00,2023-03-06 13:07:46.779000+00:00,7
281,Appraiser-000001,Appraise property,2023-03-06 12:34:11.395000+00:00,2023-03-06 14:01:39.149000+00:00,8
281,Loan Officer-000002,Assess loan risk,2023-03-06 14:01:39.149000+00:00,2023-03-06 14:21:39.149000+00:00,12
281,Loan Officer-000003,Design loan offer,2023-03-06 14:21:39.149000+00:00,2023-03-06 14:22:03.615000+00:00,15
281,Senior Officer-000001,Approve loan offer,2023-03-06 14:22:03.615000+00:00,2023-03-06 14:42:03.615000+00:00,14
281,Clerk-000002,Cancel application,2023-03-06 14:42:03.615000+00:00,2023-03-06 14:47:03.615000+00:00,2
282,Clerk-000001,Check application form completeness,2023-03-06 13:00:00+00:00,2023-03-06 13:12:14.473000+00:00,0
282,AML Investigator-000002,AML check,2023-03-06 13:12:14.473000+00:00,2023-03-06 13:34:44.089000+00:00,13
282,Appraiser-000002,Appraise property,2023-03-06 13:12:14.473000+00:00,2023-03-06 13:42:37.541000+00:00,3
282,Clerk-000006,Check credit history,2023-03-06 13:12:14.473000+00:00,2023-03-07 07:07:56.909000+00:00,5
282,Loan Officer-000001,Assess loan risk,2023-03-07 07:07:56.909000+00:00,2023-03-07 07:27:56.909000+00:00,11
282,Clerk-000002,Reject application,2023-03-07 07:27:56.909000+00:00,2023-03-07 07:37:56.909000+00:00,2
283,Clerk-000002,Check application form completeness,2023-03-06 13:30:00+00:00,2023-03-06 13:49:22.759000+00:00,2
283,Clerk-000007,Check credit history,2023-03-06 13:49:22.759000+00:00,2023-03-06 13:51:05.278000+00:00,9
283,Appraiser-000002,Appraise property,2023-03-06 13:49:22.759000+00:00,2023-03-06 14:23:42.911000+00:00,3
283,AML Investigator-000001,AML check,2023-03-06 13:49:22.759000+00:00,2023-03-06 14:44:54.299000+00:00,7
283,Loan Officer-000002,Assess loan risk,2023-03-06 14:44:54.299000+00:00,2023-03-07 07:04:54.299000+00:00,12
283,Loan Officer-000004,Design loan offer,2023-03-07 07:04:54.299000+00:00,2023-03-07 07:21:23.171000+00:00,16
283,Senior Officer-000001,Approve loan offer,2023-03-07 07:21:23.171000+00:00,2023-03-07 07:41:23.171000+00:00,14
283,Clerk-000001,Cancel application,2023-03-07 07:41:23.171000+00:00,2023-03-07 07:46:23.171000+00:00,0
284,Clerk-000004,Check application form completeness,2023-03-06 14:00:00+00:00,2023-03-06 14:06:22.496000+00:00,6
284,Clerk-000001,Check credit history,2023-03-06 14:06:22.496000+00:00,2023-03-06 14:21:14.882000+00:00,0
284,AML Investigator-000002,AML check,2023-03-06 14:06:22.496000+00:00,2023-03-06 14:21:35.926000+00:00,13
284,Appraiser-000001,Appraise property,2023-03-06 14:06:22.496000+00:00,2023-03-06 14:58:08.604000+00:00,8
284,Loan Officer-000003,Assess loan risk,2023-03-06 14:58:08.604000+00:00,2023-03-07 07:18:08.604000+00:00,15
284,Clerk-000003,Reject application,2023-03-07 07:18:08.604000+00:00,2023-03-07 07:28:08.604000+00:00,1
285,Clerk-000003,Check application form completeness,2023-03-06 14:30:00+00:00,2023-03-06 14:30:51.195000+00:00,1
285,AML Investigator-000002,AML check,2023-03-06 14:30:51.195000+00:00,2023-03-06 14:59:44.582000+00:00,13
285,Clerk-000008,Check credit history,2023-03-06 14:30:51.195000+00:00,2023-03-07 07:07:41.250000+00:00,10
285,Appraiser-000002,Appraise property,2023-03-06 14:30:51.195000+00:00,2023-03-07 08:02:11.784000+00:00,3
285,Loan Officer-000004,Assess loan risk,2023-03-07 08:02:11.784000+00:00,2023-03-07 08:22:11.784000+00:00,16
285,Loan Officer-000001,Design loan offer,2023-03-07 08:22:11.784000+00:00,2023-03-07 08:33:31.390000+00:00,11
285,Senior Officer-000001,Approve loan offer,2023-03-07 08:33:31.390000+00:00,2023-03-07 08:53:31.390000+00:00,14
285,Clerk-000005,Approve application,2023-03-07 08:53:31.390000+00:00,2023-03-07 08:58:31.390000+00:00,4
286,Clerk-000004,Check application form completeness,2023-03-06 15:00:00+00:00,2023-03-07 07:04:38.228000+00:00,6
286,AML Investigator-000001,AML check,2023-03-07 07:04:38.228000+00:00,2023-03-07 07:05:19.101000+00:00,7
286,Appraiser-000001,Appraise property,2023-03-07 07:04:38.228000+00:00,2023-03-07 07:27:10.432000+00:00,8
286,Clerk-000005,Check credit history,2023-03-07 07:04:38.228000+00:00,2023-03-07 07:40:39.602000+00:00,4
286,Loan Officer-000002,Assess loan risk,2023-03-07 07:40:39.602000+00:00,2023-03-07 08:00:39.602000+00:00,12
286,Loan Officer-000003,Design loan offer,2023-03-07 08:00:39.602000+00:00,2023-03-07 08:08:12.969000+00:00,15
286,Senior Officer-000002,Approve loan offer,2023-03-07 08:08:12.969000+00:00,2023-03-07 08:28:12.969000+00:00,17
286,Clerk-000007,Cancel application,2023-03-07 08:28:12.969000+00:00,2023-03-07 08:33:12.969000+00:00,9
287,Clerk-000004,Check application form completeness,2023-03-07 07:30:00+00:00,2023-03-07 07:38:55.319000+00:00,6
287,Clerk-000006,Check credit history,2023-03-07 07:38:55.319000+00:00,2023-03-07 08:06:09.686000+00:00,5
287,AML Investigator-000001,AML check,2023-03-07 07:38:55.319000+00:00,2023-03-07 08:08:34.873000+00:00,7
287,Appraiser-000001,Appraise property,2023-03-07 07:56:42.444000+00:00,2023-03-07 09:50:26.021000+00:00,8
287,Loan Officer-000002,Assess loan risk,2023-03-07 09:50:26.021000+00:00,2023-03-07 10:10:26.021000+00:00,12
287,Clerk-000006,Reject application,2023-03-07 10:10:26.021000+00:00,2023-03-07 10:20:26.021000+00:00,5
288,Clerk-000003,Check application form completeness,2023-03-07 08:00:00+00:00,2023-03-07 08:44:03.238000+00:00,1
